FITC-A_raw,FSC-A,Normalised_FITC_A,FITC_fluorescence
6795.1997,21796.11,187371.42,890.39923
66.65,21054.0,1837.8129,8.051374
103.85,19137.39,2863.5686,14.51575
74.399994,10995.93,2051.5117,18.345945
43.399998,13175.28,1196.7152,8.418437
120.899994,12430.561,3333.7068,26.808949
153.45,42806.61,4231.243,9.249556
18.599998,10334.73,512.8779,4.1459165
72.85,17624.46,2008.7721,10.81851
66.65,12773.34,1837.8129,13.919171
122.45,21816.121,3376.4465,15.048344
49.6,16287.2705,1367.6746,7.7072763
108.5,23194.2,2991.7883,12.375171
60.449997,12575.85,1666.8534,12.743835
130.2,27899.16,3590.1458,12.343471
89.899994,21416.791,2478.9102,11.002018
181.34999,36488.67,5000.56,13.210471
85.25,11543.16,2350.6907,20.11634
144.15,27202.291,3974.8042,14.151588
175.15,31247.791,4829.601,15.026543
170.5,13613.76,4701.3813,34.809254
40.3,16208.97,1111.2356,6.108838
145.7,23520.45,4017.5442,16.71181
108.5,18695.43,2991.7883,15.593702
72.85,21339.36,2008.7721,8.761064
83.7,23014.11,2307.951,9.398729
49.6,23140.26,1367.6746,5.1286163
91.45,22769.64,2521.65,10.483559
68.2,14073.99,1880.5525,12.855305
54.25,17131.17,1495.8942,8.054442
58.899998,18286.53,1624.1135,8.2094345
71.299995,16349.91,1966.0321,11.468756
41.85,12966.48,1153.9755,8.228313
108.5,18374.4,2991.7883,15.883619
136.4,21187.11,3761.105,17.407364
91.45,23993.73,2521.65,9.897701
77.5,20712.96,2136.9917,9.698146
122.45,23030.64,3376.4465,14.202035
88.35,24818.49,2436.1704,9.178415
-3.1,13976.55,-85.47966,-1.6341773
71.299995,20064.81,1966.0321,9.160227
72.85,19562.82,2008.7721,9.647487
35.649998,14716.05,983.01605,5.9265547
27.9,23769.27,769.31696,2.3561192
110.049995,18929.46,3034.5278,15.622669
96.1,21877.89,2649.8696,11.559343
249015.25,262143.0,6866367.5,2715.043
83.7,23092.41,2307.951,9.36347
20.15,12146.94,555.6178,3.743044
959.44995,27675.57,26455.955,98.12307
147.25,35911.86,4060.284,10.723745
62.0,10897.62,1709.5933,15.267057
134.84999,22269.39,3718.3652,16.313768
96.1,19746.39,2649.8696,12.915046
40.3,14286.2705,1111.2356,7.065572
35.649998,19727.25,983.01605,4.167042
91.45,26202.66,2521.65,8.979006
131.75,16256.82,3632.8857,22.172026
280.55,23364.72,7735.909,33.331963
66.65,14689.08,1837.8129,11.973422
13.95,12399.24,384.65848,2.21683
40.3,13995.69,1111.2356,7.2330294
751.75,26071.291,20728.818,81.44416
182.9,42333.332,5043.3,11.353221
66.65,16352.5205,1837.8129,10.653717
120.899994,39943.44,3333.7068,7.654258
34.1,13223.13,940.27625,6.3734217
151.9,41565.12,4188.5034,9.449072
396.8,60181.38,10941.396,17.852047
117.799995,24523.56,3248.227,12.734433
17.05,15520.8,470.13812,2.140937
69.75,15456.42,1923.2925,11.90281
246.45,54911.79,6795.6333,11.832528
86.799995,20438.91,2393.4304,11.142579
13.95,19012.11,384.65848,1.097939
74.399994,19973.46,2051.5117,9.650465
113.149994,18655.41,3120.0076,16.341982
119.35,24618.39,3290.967,12.861548
82.149994,20277.96,2265.211,10.583299
113.149994,17356.5,3120.0076,17.639805
117.799995,23918.041,3248.227,13.082139
-40.3,12742.89,-1111.2356,-10.04245
110.049995,13916.5205,3034.5278,21.610405
392.15,21384.6,10813.178,51.43244
60.449997,13107.42,1666.8534,12.186455
75.95,10077.21,2094.2517,20.549463
110.049995,24392.19,3034.5278,11.899956
65.1,15216.3,1795.0729,11.23266
110.049995,21954.45,3034.5278,13.332319
102.299995,12154.7705,2820.8289,23.064556
9.299999,18876.39,256.43896,0.408682
18.599998,11272.59,512.8779,3.7177854
103.85,21509.01,2863.5686,12.804956
106.95,16506.51,2949.0483,17.525696
147.25,20208.36,4060.284,19.834028
122.45,18865.95,3376.4465,17.55791
97.649994,23463.9,2692.6094,10.89929
75.95,21360.24,2094.2517,9.16648
86.799995,22506.03,2393.4304,10.027316
80.6,23482.17,2222.4712,8.813994
96.1,29326.83,2649.8696,8.369303
2579.2,168513.78,71119.08,42.762142
97.649994,17847.18,2692.6094,14.644138
12.4,13578.09,341.91864,1.611151
297.59998,63893.67,8206.047,12.31754
131.75,22686.121,3632.8857,15.605019
133.3,18709.35,3675.6257,19.37138
52.699997,11406.57,1453.1542,12.210051
181.34999,25256.97,5000.56,19.529825
106.95,32090.82,2949.0483,8.529036
141.05,18744.15,3889.3247,20.515743
224.75,51395.25,6197.276,11.50333
35.649998,19019.94,983.01605,4.3591924
17153.85,25604.97,473001.72,1914.5184
80.6,22155.42,2222.4712,9.401693
97.649994,21729.99,2692.6094,11.848775
63.55,11380.47,1752.3331,14.966304
103.85,22118.01,2863.5686,12.42485
18.599998,17011.98,512.8779,2.1261299
19771.799,27236.22,545189.25,2074.6223
176.7,32165.64,4872.341,14.707003
127.1,26922.15,3504.6663,12.498478
43.399998,10732.32,1196.7152,10.562323
105.399994,19119.99,2906.3083,14.761658
15.5,15450.33,427.39832,1.8684211
130.2,24440.041,3590.1458,14.2320385
69.75,13584.18,1923.2925,13.681141
77.5,20201.4,2136.9917,9.969055
119.35,23763.18,3290.967,13.360412
60.449997,24647.97,1666.8534,6.0123587
3534.0,5768.1,97446.82,1750.7928
103.85,20595.51,2863.5686,13.417266
173.59999,37226.43,4786.861,12.333595
106.95,26688.99,2949.0483,10.457705
108.5,23055.0,2991.7883,12.455926
133.3,18463.14,3675.6257,19.643036
136.4,23055.871,3761.105,15.915382
83.7,21595.14,2307.951,10.082006
646.35,76560.0,17822.51,23.138752
41.85,11633.64,1153.9755,9.285582
68.2,13833.87,1880.5525,13.095797
35.649998,11656.26,983.01605,7.744788
254.2,19186.11,7009.3325,36.882412
127.1,24661.02,3504.6663,13.736133
103.85,20045.67,2863.5686,13.812723
244.9,35469.9,6752.893,18.741394
48.05,11524.0205,1324.9348,10.921705
168.95,41707.8,4658.6416,10.582169
40.3,14061.811,1111.2356,7.194318
125.549995,14246.25,3461.9263,24.197945
75.95,22701.78,2094.2517,8.565702
584.35,88780.02,16112.916,17.819443
55.8,15345.93,1538.6339,9.396567
139.5,24585.33,3846.585,15.223597
189.09999,30396.06,5214.2593,16.787838
43.399998,15077.1,1196.7152,7.230399
27.9,12802.92,769.31696,5.230805
127.1,33648.12,3504.6663,9.800248
44.949997,14391.54,1239.4551,7.9304104
93.0,20797.35,2564.39,11.785684
117.799995,18448.35,3248.227,17.257309
108.5,20979.18,2991.7883,13.787346
83.7,13853.88,2307.951,16.274403
83.7,18424.86,2307.951,11.988838
117.799995,25150.83,3248.227,12.391892
83.7,23965.89,2307.951,8.985754
63.55,22876.65,1752.3331,6.942773
55.8,13792.11,1538.6339,10.567844
86.799995,19622.85,2393.4304,11.647555
91.45,27574.65,2521.65,8.482496
120.899994,18341.34,3333.7068,17.847086
93.0,17894.16,2564.39,13.860062
120.899994,25116.9,3333.7068,12.762877
29.449999,16187.22,812.05676,4.2019
2481.5498,9278.55,68426.47,763.7014
145.7,21851.791,4017.5442,18.064327
40.3,13226.61,1111.2356,7.711751
105.399994,24930.72,2906.3083,11.088008
55.8,11256.061,1538.6339,13.174141
196.84999,56601.332,5427.9585,8.943923
35.649998,21529.89,983.01605,3.7344189
60.449997,15973.2,1666.8534,9.82065
93.0,11484.87,2564.39,22.152924
125.549995,21150.57,3461.9263,15.972414
100.75,21822.21,2778.089,12.20065
60.449997,16934.55,1666.8534,9.206377
153.45,19692.45,4231.243,21.280048
156.54999,25558.86,4316.7227,16.513
97.649994,16449.96,2692.6094,15.972912
153.45,23965.02,4231.243,17.30788
184.45,26816.01,5086.04,18.666792
99.2,16720.53,2735.349,15.963312
103.85,10925.46,2863.5686,26.17789
182.9,23423.01,5043.3,21.326466
63.55,11547.51,1752.3331,14.735344
136.4,18191.7,3761.105,20.438286
155.0,25421.4,4273.9834,16.433365
111.6,18650.19,3077.2678,16.10921
105.399994,16263.78,2906.3083,17.529688
116.25,19225.26,3205.4873,16.288994
48.05,27691.23,1324.9348,3.9613533
172.04999,16611.78,4744.121,28.613348
164.29999,26466.27,4530.422,16.749813
111.6,24364.35,3077.2678,12.096595
26.349998,12669.811,726.5771,4.946473
80.6,18410.07,2222.4712,11.517817
102.299995,20516.34,2820.8289,13.256888
71.299995,18074.25,1966.0321,10.279198
7.75,16658.76,213.69916,0.33017266
207.7,28128.84,5727.137,20.112207
58.899998,10889.79,1624.1135,14.464816
204.59999,71299.98,5641.6577,7.204747
703.69995,17608.8,19403.883,113.26329
40.3,11886.811,1111.2356,8.693681
117.799995,22440.78,3248.227,14.009158
103.85,13156.14,2863.5686,21.569763
-6.2,10477.41,-170.95932,-2.691947
79.049995,25110.81,2179.7312,8.000986
137.95,24438.3,3803.845,15.139856
33870.598,45073.832,933950.75,2147.5593
103.85,17338.23,2863.5686,16.125793
24.8,23744.041,683.8373,1.9863865
124.0,25147.35,3419.1865,13.09868
60.449997,12551.49,1666.8534,12.770509
55.8,14432.43,1538.6339,10.054618
119.35,16530.87,3290.967,19.643139
83.7,11168.19,2307.951,20.428493
96.1,16985.88,2649.8696,15.176491
6.2,23509.14,170.95932,-0.24594343
190.65,59213.94,5256.999,8.205806
65.1,24172.08,1795.0729,6.7004466
52.699997,20996.58,1453.1542,6.1764727
52.699997,18634.53,1453.1542,7.086138
4.6499996,26690.73,128.21948,-0.50187147
75.95,16896.27,2094.2517,11.852449
69.75,15626.94,1923.2925,11.762015
198.4,36403.41,5470.698,14.582911
497.55,15246.75,13719.485,92.305756
48.05,24899.4,1324.9348,4.5176415
162.75,18780.69,4487.682,23.777554
75.95,19660.26,2094.2517,10.045554
33580.75,62821.832,925958.44,1527.371
25390.549,46392.75,700121.2,1563.8438
4.6499996,12949.95,128.21948,0.026676893
88.35,25199.55,2436.1704,9.0245
32.55,22788.78,897.53644,3.0839357
71.299995,17302.56,1966.0321,10.782247
23.25,15954.93,641.0975,3.166554
23964.549,31300.86,660800.5,2188.0818
114.7,27013.5,3162.7476,11.14036
6003.15,41279.76,165531.36,414.8062
10.849999,22044.06,299.1788,0.40730143
57.35,14396.76,1581.3738,10.389841
49.6,14532.48,1367.6746,8.758676
44.949997,16774.47,1239.4551,6.6617827
173.59999,19801.2,4786.861,24.067278
69.75,14525.5205,1923.2925,12.729714
179.79999,24356.52,4957.8203,20.10685
82.149994,15772.23,2265.211,13.892357
165.84999,24841.11,4573.1616,18.08945
168.95,23442.15,4658.6416,19.60676
454.15,18310.89,12522.7705,69.915115
51.149998,27655.56,1410.4144,4.288252
72.85,17607.06,2008.7721,10.83019
23.25,26064.33,641.0975,1.5505004
158.09999,26570.67,4359.4624,16.012897
103.85,22882.74,2863.5686,11.976197
85.25,20782.56,2350.6907,10.728549
96.1,13618.98,2649.8696,19.175661
97.649994,21452.46,2692.6094,12.014998
69.75,16253.34,1923.2925,11.27017
110.049995,16507.38,3034.5278,18.061665
62.0,12680.25,1709.5933,12.980183
57.35,21371.55,1581.3738,6.6726675
102.299995,12893.4,2820.8289,21.685959
83.7,25459.68,2307.951,8.399862
11454.5,25945.14,315847.34,1261.319
82.149994,13390.17,2265.211,16.54165
57.35,18343.95,1581.3738,7.9390125
164.29999,20083.95,4530.422,22.390387
83.7,15119.73,2307.951,14.828158
29.449999,16736.19,812.05676,4.031271
119.35,27276.24,3290.967,11.510853
69.75,16941.51,1923.2925,10.771752
117.799995,19844.7,3248.227,15.972654
94.549995,23749.26,2607.1296,10.383097
34.1,17934.18,940.27625,4.43653
165.84999,24926.371,4573.1616,18.024155
46.5,14843.07,1282.195,7.957322
131.75,25860.75,3632.8857,13.56661
818.39996,35998.86,22566.63,64.00187
9.299999,9435.15,256.43896,1.8182731
-18.599998,18035.97,-512.8779,-3.9486442
94.549995,8452.05,2607.1296,30.985155
127.1,25472.73,3504.6663,13.266553
49.6,8607.78,1367.6746,15.475533
113.149994,21531.63,3120.0076,14.025419
99.2,21120.12,2735.349,12.429637
137.95,29972.371,3803.845,12.159809
148.79999,25786.8,4103.0234,15.4988785
230.95,64861.98,6368.235,9.180679
48.05,12109.53,1324.9348,10.345277
7.75,11232.57,213.69916,0.9727478
32.55,10700.13,897.53644,7.69783
106.95,24667.11,2949.0483,11.396855
54.25,21254.1,1495.8942,6.2980366
46.5,18195.18,1282.195,6.307109
52.699997,23173.32,1453.1542,5.5023646
35296.598,45908.16,973271.4,2197.3252
49.6,16678.77,1367.6746,7.5028915
114.7,19802.94,3162.7476,15.560856
43.399998,21113.16,1196.7152,4.877403
65.1,43432.14,1795.0729,3.2856698
72.85,26564.58,2008.7721,6.8410745
93.0,25481.43,2564.39,9.435377
83.7,13299.69,2307.951,16.994215
21.699999,19165.23,598.3576,2.2373872
102.299995,27468.51,2820.8289,9.648526
130.2,29757.48,3590.1458,11.510187
93.0,19788.15,2564.39,12.437756
103.85,24640.14,2863.5686,11.0507
99.2,15499.05,2735.349,17.300188
46.5,10473.93,1282.195,11.693819
66.65,19976.94,1837.8129,8.539381
32.55,13998.3,897.53644,5.648515
209.25,44722.35,5769.8774,12.377958
128.65,20055.24,3547.406,17.341333
106.95,37565.73,2949.0483,7.140253
137.95,23856.27,3803.845,15.533628
114.7,23983.291,3162.7476,12.6742525
74.399994,16206.36,2051.5117,12.126121
85.25,13632.9,2350.6907,16.879488
77.5,26876.91,2136.9917,7.2446337
159.65,27958.32,4402.2026,15.327017
97.649994,23329.05,2692.6094,10.968071
38.75,10041.54,1068.4958,10.03368
74.399994,20016.09,2051.5117,9.627782
86.799995,23742.3,2393.4304,9.453118
105.399994,20589.42,2906.3083,13.636777
54.25,16182.0,1495.8942,8.585539
100.75,16831.02,2778.089,16.115265
62.0,13828.65,1709.5933,11.819199
85.25,19152.18,2350.6907,11.7269745
79.049995,16184.61,2179.7312,12.965246
102.299995,22350.3,2820.8289,12.087034
99.2,24908.1,2735.349,10.387281
75.95,19287.9,2094.2517,10.258792
35.649998,22146.72,983.01605,3.6025558
18.599998,16101.96,512.8779,2.3028066
65.1,20482.41,1795.0729,8.087593
116.25,30029.791,3205.4873,10.0685215
82.149994,18718.05,2265.211,11.548618
108.5,16363.83,2991.7883,17.958055
40.3,11286.51,1111.2356,9.209262
38.75,19676.791,1068.4958,4.6307526
94.549995,22998.45,2607.1296,10.754711
122.45,26016.48,3376.4465,12.45734
193.75,40334.07,5342.479,12.734683
120.899994,17578.35,3333.7068,18.665146
168.95,26311.41,4658.6416,17.359594
111.6,11460.51,3077.2678,26.842564
66.65,18119.49,1837.8129,9.517274
41.85,14815.23,1153.9755,7.0767384
128.65,24004.17,3547.406,14.3239975
142.59999,18294.36,3932.0642,21.286982
106.95,24226.89,2949.0483,11.622114
68.2,13520.67,1880.5525,13.42232
83.7,14287.14,2307.951,15.750553
93.0,9933.66,2564.39,25.768414
102.299995,18655.41,2820.8289,14.679052
31.0,19422.75,854.79663,3.56352
58.899998,25062.09,1624.1135,5.719655
150.34999,20981.791,4145.7637,19.488487
62.0,17841.09,1709.5933,8.936176
24.8,8780.04,683.8373,7.076146
80.6,20808.66,2222.4712,10.074903
83.7,22180.65,2307.951,9.789472
182.9,29518.23,5043.3,16.716272
99.2,22275.48,2735.349,11.733083
26446.1,38154.72,729227.0,1980.8116
97.649994,21796.98,2692.6094,11.809285
46.5,12777.69,1282.195,9.40518
57.35,11292.6,1581.3738,13.52073
106.95,20029.14,2949.0483,14.267483
120.899994,17356.5,3333.7068,18.916504
69.75,11162.97,1923.2925,16.865429
49.6,19648.95,1367.6746,6.2175756
94.549995,18748.5,2607.1296,13.419293
9.299999,18068.16,256.43896,0.47169554
48.05,22596.51,1324.9348,5.079964
193.75,13829.5205,5342.479,39.057476
49.6,20424.99,1367.6746,5.9433455
117.799995,22866.21,3248.227,13.729908
198.4,47705.582,5470.698,10.891085
105.399994,20391.93,2906.3083,13.778531
74.399994,22860.99,2051.5117,8.305224
10.849999,15193.68,299.1788,1.041812
10.849999,10886.311,299.1788,1.8496923
328.59998,63640.5,9060.844,13.763284
72.85,15406.83,2008.7721,12.519645
1271.0,17145.09,35046.664,210.96043
54.25,20900.01,1495.8942,6.421681
57.35,15213.69,1581.3738,9.77824
184.45,26882.13,5086.04,18.618416
71.299995,13797.33,1966.0321,13.775542
49.6,14176.65,1367.6746,9.003616
62.0,17628.81,1709.5933,9.055824
141.05,25465.77,3889.3247,14.836722
103.85,17422.62,2863.5686,16.042843
34.1,11188.2,940.27625,7.714513
125.549995,18677.16,3461.9263,18.220066
218.54999,61238.43,6026.316,9.2041235
15083.05,27413.7,415901.3,1572.1515
97.649994,24712.35,2692.6094,10.298146
172.04999,26101.74,4744.121,17.846651
4.6499996,15833.13,128.21948,-0.1602788
0.0,21187.11,0.0,-1.0
71.299995,14851.7705,1966.0321,12.726514
55.8,21626.46,1538.6339,6.3773046
41.85,18282.18,1153.9755,5.5451026
54.25,20596.38,1495.8942,6.53109
94.549995,26618.52,2607.1296,9.156092
48.05,8541.66,1324.9348,15.084225
220.09999,52581.06,6069.0557,10.968499
49.6,18716.31,1367.6746,6.5772285
136.4,17483.52,3761.105,21.306656
125.549995,25445.76,3461.9263,13.107507
218.54999,52012.082,6026.316,11.014218
18.599998,11200.38,512.8779,3.7482014
854.05,136270.7,23549.646,16.91966
37.199997,17645.34,1025.7559,5.027842
775.0,83613.09,21369.916,25.501862
133.3,22666.98,3675.6257,15.81456
93.0,18813.75,2564.39,13.133722
97.649994,21864.84,2692.6094,11.76953
131.75,13395.39,3632.8857,27.121874
141.05,38595.81,3889.3247,9.449174
44.949997,10271.22,1239.4551,11.512862
31.0,22382.49,854.79663,2.9600646
23.25,15729.6,641.0975,3.226241
117.799995,33212.25,3248.227,9.141355
11615.699,24482.67,320292.28,1355.5492
36132.05,49737.03,996308.25,2076.1208
68.2,22234.59,1880.5525,7.770093
55.8,14368.05,1538.6339,10.104151
148.79999,26486.28,4103.0234,15.063158
89.899994,21370.68,2478.9102,11.027914
170.5,21961.41,4701.3813,21.197964
24.8,11182.98,683.8373,5.340786
35.649998,24732.36,983.01605,3.1213827
91.45,19869.06,2521.65,12.159984
43299.25,92082.54,1193937.2,1343.473
46.5,15837.48,1282.195,7.394906
-6.2,11398.74,-170.95932,-2.555191
113.149994,17718.42,3120.0076,17.259066
127.1,23427.36,3504.6663,14.512122
24.8,21268.02,683.8373,2.3340614
111.6,22603.47,3077.2678,13.1168585
86.799995,13121.34,2393.4304,17.91431
