FITC-A_raw,FSC-A,Normalised_FITC_A,FITC_fluorescence
195.29999,13896.51,5385.2188,39.18329
82.149994,12300.93,2265.211,18.094954
91.45,11877.24,2521.65,21.014921
114.7,12487.98,3162.7476,25.26154
97.649994,14718.66,2692.6094,17.969372
55.8,13313.61,1538.6339,10.983601
201.5,20422.38,5556.178,27.210947
213.9,27438.93,5898.0967,21.289104
69.75,19082.58,1923.2925,9.450958
82.149994,11169.061,2265.211,20.03003
55.8,14326.29,1538.6339,10.1365185
100.75,15703.5,2778.089,17.34415
65.1,19578.48,1795.0729,8.507164
164.29999,14181.0,4530.422,32.126816
43.399998,14230.59,1196.7152,7.719986
128.65,19262.67,3547.406,18.095995
103.85,18793.74,2863.5686,14.79946
415.4,29097.15,11454.274,39.81925
187.54999,18820.71,5171.5195,27.492466
248.0,17690.58,6838.373,39.08285
1280.2999,59520.18,35303.098,60.50302
116.25,15239.79,3205.4873,20.810368
-35.649998,7241.88,-983.01605,-15.075285
27.9,9784.0205,769.31696,7.153345
58.899998,17440.89,1624.1135,8.655964
66.65,12865.561,1837.8129,13.81223
93.0,16525.65,2564.39,15.090643
230.95,32181.3,6368.235,19.519339
275.9,21386.34,7607.69,35.886227
27.9,15575.61,769.31696,4.1216288
2824.0999,89530.83,77871.97,89.1896
120.899994,18072.51,3333.7068,18.12744
125.549995,23131.56,3461.9263,14.518894
446.4,15595.62,12309.071,80.84092
122.45,15694.8,3376.4465,21.307556
116.25,16295.97,3205.4873,19.396786
255.74998,16521.3,7052.072,43.260914
106.95,12394.0205,2949.0483,23.67275
206.15,22580.85,5684.3975,25.103098
99.2,16360.35,2735.349,16.336765
48.05,20836.5,1324.9348,5.5935245
167.4,15365.94,4615.902,30.149084
88.35,10203.36,2436.1704,23.757814
38.75,11271.72,1068.4958,8.829479
34.1,12534.96,940.27625,6.778223
310.0,24412.2,8547.967,35.308125
113.149994,15590.4,3120.0076,19.751347
75.95,14511.6,2094.2517,13.964475
240.25,20564.19,6624.674,32.40418
127.1,19844.7,3504.6663,17.312601
141.05,19121.73,3889.3247,20.090889
141.05,20698.17,3889.3247,18.484539
330.15,42777.03,9103.584,21.067322
93.0,10957.65,2564.39,23.26691
299.15,25135.17,8248.787,33.029545
226.29999,18478.8,6240.015,34.015453
108.5,13933.92,2991.7883,21.264114
151.9,18700.65,4188.5034,22.224695
159.65,20270.13,4402.2026,21.519636
14472.35,32318.76,399061.8,1279.3636
122.45,14402.85,3376.4465,23.308565
155.0,19420.14,4273.9834,21.820667
145.7,18192.57,4017.5442,21.898891
69.75,11573.61,1923.2925,16.231552
155.0,20924.37,4273.9834,20.180117
153.45,14100.09,4231.243,30.116734
91.45,12381.84,2521.65,20.117743
57.35,17584.44,1581.3738,8.325109
66.65,14989.23,1837.8129,11.713637
21.699999,15399.0,598.3576,3.0291753
38.75,10425.21,1068.4958,9.627618
124.0,16957.17,3419.1865,19.908232
137.95,20256.21,3803.845,18.472086
2729.5498,34624.26,75264.836,224.40288
351.84998,13805.16,9701.941,71.872734
46.5,18118.62,1282.195,6.3379855
44.949997,7214.91,1239.4551,16.813437
91.45,16251.6,2521.65,15.089279
155.0,11443.11,4273.9834,37.72903
80.6,11239.53,2222.4712,19.503872
97.649994,20232.72,2692.6094,12.799615
224.75,22039.71,6197.276,28.156998
137.95,15972.33,3803.845,23.694624
261.94998,24247.77,7223.0312,29.88841
220.09999,23167.23,6069.0557,26.164072
661.85,40133.97,18249.908,46.151604
147.25,21506.4,4060.284,18.576569
93.0,20069.16,2564.39,12.2495985
210.79999,11559.69,5812.6167,51.14028
141.05,22455.57,3889.3247,16.959656
1629.0499,20195.31,44919.562,229.63905
18.599998,18034.23,512.8779,1.9489288
63.55,11748.48,1752.3331,14.466172
100.75,13112.64,2778.089,20.96868
65.1,12460.14,1795.0729,13.938502
46.5,15780.061,1282.195,7.425453
75.95,15529.5,2094.2517,12.98361
127.1,11700.63,3504.6663,30.058846
161.2,23973.72,4444.9424,18.225542
189.09999,20753.85,5214.2593,25.052046
88.35,15435.54,2436.1704,15.365667
114.7,19755.09,3162.7476,15.600967
94.549995,16973.7,2607.1296,14.927001
108.5,19152.18,2991.7883,15.197968
105.399994,18595.38,2906.3083,15.206322
3.1,17555.73,85.47966,-0.49511582
26.349998,12868.17,726.5771,4.8548098
136.4,10791.48,3761.105,35.139515
120.899994,17692.32,3333.7068,18.538467
151.9,20374.53,4188.5034,20.31666
1083.45,18681.51,29875.14,164.82343
173.59999,20036.97,4786.861,23.772316
162.75,23279.46,4487.682,18.989275
79.049995,10200.75,2179.7312,21.157396
89.899994,14390.67,2478.9102,16.8619
1284.95,85941.21,35431.32,41.749763
164.29999,16886.7,4530.422,26.819017
106.95,16075.86,2949.0483,18.021973
65.1,13020.42,1795.0729,13.295685
406.09998,20412.81,11197.835,55.882565
134.84999,17650.56,3718.3652,20.844465
173.59999,16496.94,4786.861,29.088137
164.29999,16172.43,4530.422,28.047667
170.5,18769.38,4701.3813,24.973078
189.09999,17890.68,5214.2593,29.221336
144.15,10211.19,3974.8042,39.363354
136.4,24132.93,3761.105,15.160444
63.55,9358.59,1752.3331,18.415749
117.799995,13618.98,3248.227,23.731455
-26.349998,8870.5205,-726.5771,-9.493378
49.6,21872.67,1367.6746,5.4837885
195.29999,20165.73,5385.2188,26.690912
444.84998,19697.67,12266.331,63.572517
106.95,17705.37,2949.0483,16.27129
-10.849999,13187.46,-299.1788,-3.3524346
66.65,14274.09,1837.8129,12.350598
66.65,10844.55,1837.8129,16.572666
89.899994,23825.82,2478.9102,9.788493
218.54999,21240.18,6026.316,28.419928
24.8,15281.55,683.8373,3.6401634
72.85,11856.36,2008.7721,16.568195
172.04999,15077.1,4744.121,31.627655
96.1,12906.45,2649.8696,20.289505
220.09999,26769.9,6069.0557,22.508356
119.35,15048.39,3290.967,21.676779
79.049995,23645.73,2179.7312,8.558683
179.79999,16181.13,4957.8203,30.77092
0.0,12542.79,0.0,-1.0
128.65,13214.43,3547.406,26.836226
275.9,16919.76,7607.69,45.623672
372.0,11119.47,10257.56,94.655045
100.75,13771.23,2778.089,19.918056
148.79999,22586.94,4103.0234,17.836252
153.45,15691.32,4231.243,26.961237
55.8,13603.32,1538.6339,10.728386
167.4,11488.35,4615.902,40.662643
74.399994,9351.63,2051.5117,21.747547
172.04999,17687.1,4744.121,26.812946
151.9,18328.291,4188.5034,22.696531
79.049995,17098.11,2179.7312,12.219126
103.85,18444.87,2863.5686,15.098295
147.25,15571.26,4060.284,26.038372
108.5,18890.31,2991.7883,15.422514
313.09998,14367.18,8633.445,61.310394
106.95,13748.61,2949.0483,21.241854
401.44998,23858.88,11069.616,47.109447
119.35,10836.72,3290.967,30.490067
221.65,20844.33,6111.796,29.403864
175.15,19845.57,4829.601,24.23455
122.45,15743.5205,3376.4465,21.23852
134.84999,16463.01,3718.3652,22.420206
120.899994,12327.9,3333.7068,27.040527
119.35,11618.85,3290.967,28.370295
167.4,20485.89,4615.902,22.36413
51.149998,9570.0,1410.4144,14.282087
82.149994,21025.291,2265.211,10.171577
77.5,15949.71,2136.9917,12.893061
120.899994,14181.87,3333.7068,23.37484
849.39996,11184.72,23421.428,216.13815
540.95,18954.69,14916.202,80.59987
77.5,21026.16,2136.9917,9.53879
75.95,16930.2,2094.2517,11.826693
106.95,8653.0205,2949.0483,34.339634
46.5,8682.6,1282.195,14.312714
148.79999,17084.19,4103.0234,23.903336
861.8,66813.39,23763.346,35.88009
779.64996,14102.7,21498.135,157.06888
131.75,22334.64,3632.8857,15.866333
21.699999,9241.14,598.3576,5.7140284
224.75,23004.541,6197.276,26.93413
601.39996,16479.541,16583.055,103.34396
83.7,14814.36,2307.951,15.154427
116.25,9309.87,3205.4873,34.702477
114.7,22614.78,3162.7476,13.501738
125.549995,21776.97,3461.9263,15.484213
122.45,17229.48,3376.4465,19.320557
83.7,10439.13,2307.951,21.925041
91.45,14849.16,2521.65,16.60884
162.75,10741.89,4487.682,42.320084
244.9,40412.37,6752.893,16.327002
150.34999,16484.76,4145.7637,25.07773
60.449997,11223.0,1666.8534,14.400554
175.15,12191.311,4829.601,40.07795
91.45,23638.77,2521.65,10.061341
2424.2,16798.83,66845.09,411.6087
210.79999,15848.79,5812.6167,37.029747
342.55,20543.31,9445.503,46.676296
83.7,7686.45,2307.951,30.134983
237.15,13500.66,6539.1943,49.224674
367.34998,21984.9,10129.34,46.77542
10.849999,15461.64,299.1788,1.0064261
164.29999,18557.97,4530.422,24.313725
227.84999,36901.92,6282.755,16.65424
93.0,13393.65,2564.39,18.853312
237.15,16637.88,6539.1943,39.754364
38.75,11877.24,1068.4958,8.328358
96.1,13184.85,2649.8696,19.839975
117.799995,19610.67,3248.227,16.175201
65.1,11664.96,1795.0729,14.956834
187.54999,14509.86,5171.5195,35.95752
237.15,13317.09,6539.1943,49.917
72.85,15770.49,2008.7721,12.207888
57.35,4863.3,1581.3738,32.71719
113.149994,13211.82,3120.0076,23.487297
127.1,16202.01,3504.6663,21.429813
32.55,17107.68,897.53644,4.4401245
85.25,13881.72,2350.6907,16.559013
145.7,20889.57,4017.5442,18.942474
124.0,10282.53,3419.1865,33.48027
178.25,15995.82,4915.0806,30.861923
68.2,11313.48,1880.5525,16.236025
9.299999,9322.05,256.43896,1.8524661
144.15,15725.25,3974.8042,25.209942
196.84999,31558.38,5427.9585,16.83486
