Time,FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,normalized_FITC_A,FITC_fluorescence
54.1,37299.51,375.75998,109232.195,262143.0,53799.9,8391.46,4160.24,433.84,2770.92,131542.6,1139384.8,3166.489
54.2,32630.22,364.97998,95943.54,262143.0,48888.84,6042.96,4293.52,306.0,2199.45,109806.086,1000772.75,3179.2651
54.3,27500.7,445.06,109138.26,262143.0,55138.16,6960.8,5381.52,459.68,2847.03,128690.4,1138404.9,4291.407
54.6,42117.57,403.47998,97917.82,262143.0,50376.48,6498.8,4693.36,322.32,2203.3198,118291.7,1021366.2,2513.5835
54.8,13471.08,161.7,18067.28,87561.32,10170.16,1898.82,1067.6,224.40001,651.44995,22471.799,188457.1,1449.6343
55.0,40869.99,551.32,100608.195,262143.0,49834.4,8342.18,3696.48,338.64,2527.1099,117881.484,1049429.1,2661.542
55.1,6934.77,41.579998,18.48,63.14,29.259998,150.92,82.96,32.64,347.00998,28.38,192.76212,1.8822887
55.5,26098.26,317.24,62684.16,262143.0,29380.12,4364.36,1637.4401,145.52,1851.1499,73673.19,653849.1,2596.8489
55.5,25626.72,455.84,97093.914,262143.0,47288.777,5878.1797,2439.84,212.16,2115.5999,114441.055,1012772.1,4096.949
55.6,26508.03,552.86,126527.94,262143.0,66287.76,8808.8,5172.08,447.44,2647.0798,148773.11,1319794.0,5161.6963
55.7,37183.8,555.94,68707.1,262143.0,34523.72,4415.1797,3964.4001,354.96,2155.5898,81321.59,716673.56,1997.5521
55.9,37884.15,381.91998,107492.0,262143.0,54907.16,8594.74,3771.28,293.76,1929.84,131107.86,1121233.0,3067.9246
56.0,36471.27,374.22,81641.555,262143.0,39835.18,4986.52,2139.28,228.48,1807.2899,94131.3,851590.9,2420.185
56.1,22449.48,340.34,63364.84,262143.0,30923.2,4030.18,2823.36,182.24,1611.21,72697.945,660949.2,3051.8794
56.2,41234.52,468.15997,103013.68,262143.0,52701.88,7721.5596,4458.08,382.16,2638.0498,120654.984,1074520.4,2701.101
56.4,42248.94,503.58,104430.48,262143.0,50458.098,7133.28,2676.48,292.4,2293.6199,122463.56,1089298.8,2672.4932
56.6,4269.96,58.519997,-9.24,137.06,40.04,55.44,0.0,-14.96,215.43,-98.03999,-96.38106,-3.3405383
57.3,24266.91,220.22,38155.04,184890.86,19553.379,2936.78,1468.8,197.2,1111.98,45285.45,397989.53,1699.6112
57.3,26601.99,377.3,18604.74,88565.4,9561.859,1288.98,1564.0,148.24,1175.19,23167.11,194063.27,755.4445
57.4,38909.88,554.39996,143056.75,262143.0,71583.82,10488.939,5459.04,485.52002,2995.38,166225.53,1492203.6,3975.6382
57.4,41111.85,503.58,88386.76,262143.0,46558.82,6314.0,5827.6,599.76,3428.8198,108863.09,921949.1,2324.3472
57.5,24448.74,277.19998,50054.617,242975.03,24812.479,3947.02,1483.76,180.88,963.62994,58284.777,522112.25,2213.396
57.5,45127.77,746.89996,172977.42,262143.0,87558.234,11725.56,4894.64,478.72,4098.33,201967.55,1804301.8,4144.846
57.6,30567.45,324.94,38948.14,187256.3,18236.68,2875.18,2373.2,193.12,1782.7799,46824.418,406262.25,1377.1458
57.8,43851.48,328.02,127875.44,262143.0,62922.86,8490.02,3268.08,323.68,2697.39,151035.78,1333849.6,3153.064
58.0,28419.42,386.53998,43518.86,212798.73,20660.639,3192.42,1487.84,232.56,1172.61,51682.56,453938.75,1655.2654
58.1,33627.24,434.28,98647.78,262143.0,48095.74,6723.6396,4122.16,345.44,2204.6099,112217.09,1028980.3,3171.9536
58.2,39879.93,462.0,149840.45,262143.0,74941.016,11466.84,4732.8003,486.88,3346.26,178465.05,1562963.5,4062.8936
58.2,33989.16,329.56,66511.055,262143.0,32319.979,3546.6199,1596.64,155.04001,1897.59,77876.01,693766.9,2115.5132
58.3,11741.5205,112.42,2542.54,12906.739,2317.7,645.26,1449.76,168.64,1068.12,5713.4097,26520.855,233.21304
58.5,27366.72,391.16,58854.18,262143.0,30379.58,4238.08,1426.64,93.840004,1594.44,73705.44,613899.2,2325.0667
58.6,43308.6,594.44,152841.92,262143.0,75108.875,12004.3,4269.04,455.6,3075.3599,186063.14,1594271.2,3816.121
58.8,35408.13,392.69998,79186.8,262143.0,38820.32,5813.5,2540.48,227.12,1728.6,92197.586,825985.7,2417.8972
58.9,25488.39,434.28,72224.46,262143.0,35607.88,5058.9,2741.76,257.04,1747.95,83005.05,753362.56,3063.852
58.9,37804.11,472.78,163688.14,262143.0,80888.5,11981.199,5982.64,447.44,2787.69,198345.23,1707406.6,4682.234
59.2,27300.6,311.08,51049.457,247137.66,25137.42,4125.6597,1887.68,127.840004,1399.6499,62174.13,532489.25,2021.4908
59.3,25228.26,346.5,31397.52,154617.53,16930.76,2203.74,2558.16,379.44,1255.1699,37938.9,327502.84,1345.0948
59.4,47478.51,839.3,159982.89,262143.0,85171.234,12432.42,9676.4,1039.04,5249.01,195619.47,1668757.8,3643.5515
59.6,30682.291,360.36,56088.34,262143.0,26985.42,3906.98,3420.4001,293.76,1928.5499,64004.637,585049.1,1976.2084
59.6,45353.1,560.56,145948.88,262143.0,72233.695,9899.12,4893.2803,410.72,3173.4,173855.88,1522371.0,3479.6584
59.6,40394.1,654.5,130105.36,262143.0,66809.82,8391.46,5386.96,533.12,4175.73,155321.16,1357109.6,3482.7332
59.7,45487.082,497.41998,65642.5,262143.0,31556.139,3857.7,1988.3201,122.4,2002.08,77120.07,684707.1,1559.8625
59.7,60284.04,1316.7,262143.0,262143.0,164087.0,24003.979,10817.44,1071.68,6746.6997,262143.0,2734374.5,4702.3096
60.0,24511.38,600.6,64712.34,262143.0,31157.28,3723.72,2265.76,244.8,1689.8999,76731.78,675004.75,2854.5312
60.3,25852.05,343.41998,39333.14,189620.19,18128.879,2576.42,1532.72,212.16,1327.4099,48750.387,410278.12,1644.6265
60.3,20451.09,226.37999,58715.58,262143.0,29252.299,3558.94,1245.76,184.96,1536.39,69113.04,612453.44,3104.3066
60.6,32291.791,324.94,79818.195,262143.0,39741.24,5309.92,1861.84,240.72,1446.09,91388.76,832571.7,2672.4827
60.7,40962.21,651.42,129470.875,262143.0,63357.137,8198.96,4528.8,455.6,3246.93,155515.95,1350491.4,3417.663
60.8,24664.5,260.25998,33541.2,162406.86,15878.939,2060.52,1336.88,95.200005,1083.6,40344.75,349863.25,1469.8687
60.8,26691.6,334.18,68339.04,262143.0,32239.898,5117.42,1468.8,236.64,1798.2599,79204.71,712834.3,2768.248
60.8,44127.27,616.0,151680.75,262143.0,76804.42,10338.02,5513.44,722.16003,3664.89,176684.84,1582159.2,3716.843
61.0,46914.75,753.06,161732.34,262143.0,78455.3,11006.38,6113.2,493.68,3415.92,189978.3,1687006.0,3727.68
61.1,39829.47,423.5,91942.62,262143.0,42564.06,6050.6597,2428.96,229.84,1688.61,106750.08,959039.75,2495.7783
61.1,30470.01,355.74,70564.336,262143.0,33804.54,4091.7798,1738.0801,186.32,1416.4199,82741.89,736046.06,2503.8416
61.2,23506.53,257.18,68503.82,262143.0,34449.8,4951.1,2267.12,165.92,1704.09,83185.65,714553.1,3151.0557
61.4,23143.74,195.58,48856.5,235723.17,23275.559,2778.16,1321.92,118.32,1615.08,59970.81,509614.88,2282.2656
61.4,27520.71,364.97998,45947.438,220213.83,22748.879,2562.56,1578.96,130.56,1159.71,54530.88,479270.88,1804.7985
61.4,38729.79,463.53998,105235.9,262143.0,51563.82,7161.0,4214.64,437.92,2523.24,126043.31,1097700.0,2937.911
61.5,36958.47,380.38,93089.914,262143.0,46788.277,6412.56,4218.72,316.88,2598.0598,114355.914,971007.0,2723.3083
61.6,30146.371,377.3,63150.777,262143.0,31126.479,4612.3,2654.72,204.0,2365.8599,76853.04,658716.4,2264.7463
61.6,29751.39,545.16,158892.58,262143.0,80146.22,10881.64,5803.12,439.28,2503.89,193937.3,1657384.8,5775.4893
61.6,23305.56,423.5,55455.4,262143.0,27424.318,3508.1199,1206.3201,69.36,1068.12,67574.07,578447.0,2572.6643
61.8,36255.51,409.63998,117608.26,262143.0,58573.9,7342.7197,2758.08,310.08002,2030.46,134557.31,1226754.2,3507.5803
61.9,39127.38,515.89996,102229.82,262143.0,50584.38,7040.88,5191.12,316.88,3161.7898,119072.16,1066344.0,2824.95
62.0,26889.09,369.59998,68885.74,262143.0,33907.72,4954.1797,3278.96,342.72,1909.2,81854.37,718536.94,2769.9001
62.0,26310.541,428.12,83284.734,262143.0,39958.38,5483.94,2386.8,223.04001,2153.01,96691.945,868730.6,3422.7593
62.1,32581.5,366.52,61413.66,262143.0,28682.5,3649.7998,1621.12,126.48,1339.02,71629.83,640596.75,2037.7386
62.2,44193.39,543.62,2077.46,10076.22,1923.46,719.18,2065.84,163.2,2196.8699,5612.79,21669.676,49.844383
62.4,10921.98,237.15999,63233.938,262143.0,33816.86,5641.02,3000.16,326.4,1820.19,75916.5,659583.75,6261.049
62.4,35373.332,685.3,131705.42,262143.0,66726.66,9805.18,4502.96,417.52002,3079.23,157287.11,1373799.6,4026.127
