Time,FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,normalized_FITC_A,FITC_fluorescence
52.4,43190.28,592.89996,105140.414,262143.0,48748.7,7641.48,3390.48,393.04,2444.55,123689.06,1096704.0,2632.0027
52.5,37066.35,599.06,116009.734,262143.0,57462.02,8205.12,4640.32,340.0,2743.8298,138936.86,1210080.2,3384.1836
52.5,46141.32,562.1,117260.22,262143.0,59958.36,8038.8,6640.88,597.04,3701.01,139353.53,1223123.9,2747.706
52.7,44759.76,689.92,186774.28,262143.0,91959.555,12567.939,4546.48,431.12,3166.95,215249.39,1948214.8,4512.3286
52.9,24595.77,263.34,53099.2,253159.05,24866.379,3292.52,1698.64,127.840004,1280.97,63687.297,553869.8,2334.0444
53.0,20977.44,241.78,58316.72,262143.0,30752.26,4167.2397,2782.56,258.4,1109.4,72688.914,608293.0,3005.8254
53.0,31588.83,506.65997,116487.14,262143.0,56228.48,8968.96,4889.2,519.52,2355.54,138801.42,1215060.0,3987.5227
53.2,44252.55,599.06,52925.18,252333.61,25331.459,3879.26,2725.44,172.72,2987.64,64772.188,552054.7,1292.5752
53.4,54491.582,839.3,181162.52,262143.0,88927.3,12418.56,5818.08,462.4,4757.52,219684.4,1889679.2,3594.8914
53.4,30652.71,500.5,106675.8,262143.0,53873.82,7416.6396,4482.56,432.48,2656.1099,123752.27,1112719.4,3763.1301
53.5,15192.811,495.87997,47776.957,233299.22,24918.74,4700.08,3606.72,308.72,1621.5299,60836.4,498354.3,3400.3237
53.5,25745.041,297.22,79556.4,262143.0,38818.777,5841.2197,2869.6,257.04,1720.86,90674.09,829840.94,3341.3286
53.7,36114.57,559.01996,120586.62,262143.0,61185.74,8077.3,4184.72,448.80002,2779.95,147640.5,1257821.0,3610.472
53.8,17234.7,170.94,16282.42,78455.3,7830.9,1650.88,811.92,46.24,837.20996,19344.84,169839.5,1020.83997
53.8,26121.75,503.58,91026.32,262143.0,43659.0,6203.1196,3123.92,361.76,2291.04,106667.516,949482.0,3768.054
53.8,42566.49,597.51996,103488.0,262143.0,50091.58,7379.6797,3659.76,372.64,3018.5999,125016.48,1079467.9,2628.6006
54.2,39097.8,529.76,87264.1,262143.0,42169.82,6289.36,3155.2,335.92,2029.1699,102405.36,910238.8,2413.0757
54.3,45123.42,708.39996,135587.75,262143.0,65687.16,8704.08,3776.72,433.84,3661.0198,165874.64,1414295.6,3249.02
54.4,25976.46,271.03998,68209.68,262143.0,33174.68,3826.9,1633.36,330.48,1151.97,80347.65,711485.0,2839.1
54.4,25256.97,323.4,53243.957,255449.03,25111.24,2664.2,1285.2001,116.96,959.75995,63896.277,555379.8,2279.1147
54.4,42408.15,595.98,135215.08,262143.0,65791.875,9038.26,4285.36,465.12,2582.5798,161412.53,1410408.4,3447.605
54.5,43084.14,383.46,41861.82,203871.36,20908.58,3443.44,2207.28,213.52,2131.0798,51770.277,436654.4,1049.9167
54.7,31400.91,331.1,69814.36,262143.0,34503.7,5072.76,2152.8801,216.24,1759.5599,80232.836,728223.2,2403.7512
55.1,116024.94,2474.78,129734.22,262143.0,73025.26,10826.2,14527.5205,1014.56,10130.37,166987.92,1353238.2,1208.4023
55.3,35392.47,434.28,57813.137,262143.0,28516.18,3371.0598,2201.84,233.92,1905.33,68813.76,603040.2,1765.7832
55.5,39873.84,463.53998,118526.09,262143.0,57041.598,9087.54,5128.56,489.6,3141.15,143297.06,1236328.0,3214.0928
55.5,29538.24,311.08,54218.777,262143.0,26577.32,3323.3198,1425.28,112.880005,979.11,65753.875,565548.0,1984.3301
55.5,37229.04,677.6,262143.0,262143.0,138869.5,21124.18,13816.24,1312.4,5563.77,262143.0,2734374.5,7614.949
55.7,30566.58,351.12,70299.46,262143.0,33799.918,5108.1797,2377.28,163.2,1831.7999,85325.76,733283.2,2486.5554
