FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,normalized_FITC_A,FITC_fluorescence
51988.59,874.49005,142513.61,262143.0,76992.805,11641.551,23081.76,2008.42,8189.2803,181123.81,54.0,1486538.2,2963.9402
46162.2,781.86005,91468.2,262143.0,47790.8,6341.23,10653.12,987.77,6246.24,122258.41,54.0,954091.2,2142.1436
56925.84,799.13,85112.84,262143.0,40940.89,6289.4204,7078.79,724.73,6522.12,110253.01,54.1,887799.4,1616.161
21142.74,560.49,43430.91,204969.78,26391.701,3761.7202,12802.65,956.26,3744.84,57863.523,54.1,453021.34,2220.8015
15600.84,194.68001,595.03,2906.07,733.19,299.87,47.95,42.47,252.12001,1622.28,54.2,6206.6694,40.253284
40936.11,660.97003,77328.78,262143.0,42861.0,6601.85,12772.51,1138.47,5264.16,97769.766,54.2,806605.0,2042.1592
27854.791,433.32,52188.37,248647.19,28823.63,4132.24,8147.39,675.41,3025.4402,63789.004,54.3,544369.1,2025.4761
90726.21,1245.01,192874.5,262143.0,105579.37,16737.771,33395.12,3123.6,12967.681,248039.89,54.3,2011845.1,2298.3743
25109.94,720.63,115536.305,262143.0,63476.67,9526.761,18852.57,1600.16,5778.9604,144942.61,54.5,1205142.0,4975.6885
54628.17,872.92004,109220.195,262143.0,60079.19,10613.2,20839.07,1904.3,7588.68,139096.33,54.5,1139259.6,2161.489
45616.71,1271.7001,152549.06,262143.0,80580.25,14026.381,24242.15,2515.32,8330.5205,192791.28,54.7,1591216.5,3616.039
58785.03,883.91003,82071.75,262143.0,43137.32,5438.48,9820.16,922.01,7615.08,112400.64,54.7,856078.2,1509.0613
82052.31,1345.49,176692.52,262143.0,96251.99,15305.931,27069.83,2764.66,11763.841,218772.84,54.8,1843053.2,2328.1365
32611.95,816.4,73486.99,262143.0,40845.12,5962.8604,11014.8,1015.17,8940.36,94713.96,54.8,766531.9,2436.257
54203.61,989.10004,111716.49,262143.0,64746.8,10456.2,23332.47,2244.06,8547.0,141929.05,54.8,1165298.1,2228.2395
58301.31,1109.99,148952.19,262143.0,81197.266,11713.7705,26404.01,2344.07,8964.12,189885.97,54.9,1553698.1,2762.352
8766.99,98.91,191.54001,1400.4401,681.38,266.9,0.0,-34.25,415.80002,1206.4801,54.9,1997.9253,22.630701
48617.34,1430.27,118107.96,262143.0,70866.664,11355.811,22637.88,2127.61,7377.4805,153189.97,54.9,1231966.5,2626.5776
40082.64,891.76,107650.195,262143.0,55556.023,8802.99,14620.64,1264.51,5778.9604,140407.08,54.9,1122883.1,2903.866
26536.74,474.14,73053.67,262143.0,37821.3,6221.91,10555.85,815.15,4366.56,91131.484,55.0,762011.94,2976.5706
24135.541,951.42004,115264.695,262143.0,65569.484,11000.99,25373.77,1950.88,4781.04,140624.89,55.0,1202308.9,5164.435
53253.57,1163.37,162425.92,262143.0,89893.49,14814.5205,26057.4,2424.9,9181.92,198146.53,55.0,1694240.6,3297.9387
39809.46,565.2,66411.0,262143.0,35494.562,5273.6304,9489.99,987.77,4742.7603,87149.05,55.1,692723.25,1803.3523
54103.56,819.54004,94470.05,262143.0,50889.98,8094.9204,17497.64,1653.59,6454.8003,122927.65,55.1,985403.0,1887.5824
46337.07,681.38,106095.89,262143.0,58988.043,8970.98,17167.47,1460.42,5408.04,129857.65,55.2,1106670.4,2475.4956
49399.47,1023.64,145766.66,262143.0,92027.125,14596.29,27602.76,2222.14,9341.641,187545.61,55.2,1520470.2,3190.5637
105932.94,2464.9001,240712.4,262143.0,133596.02,20260.852,47252.67,3688.04,16740.24,262143.0,55.3,2510835.2,2456.735
59748.12,1139.8201,107273.39,262143.0,63092.023,9619.391,26398.53,2224.8801,8818.92,147586.56,55.3,1118952.8,1940.938
40546.35,720.63,79828.23,262143.0,44283.42,8846.95,17622.31,1682.36,6172.3203,104179.69,55.4,832676.3,2128.4739
45645.42,841.52,103359.38,262143.0,60091.754,9746.561,19047.11,1916.63,5660.16,132856.69,55.5,1078126.4,2448.1777
25582.35,659.4,102739.234,262143.0,58031.91,10801.601,20122.56,1634.41,5864.7603,132341.89,55.7,1071657.6,4342.737
62044.92,739.47003,115687.02,262143.0,65933.72,10864.4,17948.37,1452.2,8936.4,154764.72,55.7,1206714.1,2015.722
52226.1,850.94,84725.055,262143.0,46167.42,7644.33,14794.63,1259.03,6239.64,111162.484,55.8,883754.44,1753.6555
51620.582,734.76,103282.45,262143.0,53946.773,8875.21,12728.67,1312.46,6825.72,131490.48,55.8,1077323.9,2163.0698
44169.9,1018.93005,152004.27,262143.0,82349.64,13443.91,21115.81,2028.97,8178.72,197077.33,55.8,1585533.9,3721.1768
52355.73,714.35004,120015.516,262143.0,68156.84,10806.311,18388.14,1635.78,7650.72,156149.4,55.9,1251864.0,2478.367
58149.93,912.17004,81622.734,262143.0,44746.57,7592.52,14919.3,1279.58,6098.4004,106613.766,55.9,851394.56,1517.202
43245.96,491.41,72797.766,262143.0,35954.57,5425.9204,8573.46,698.7,4362.6,92281.2,56.0,759342.6,1819.7072
54123.57,893.33,137283.94,262143.0,71466.41,11559.91,18336.08,1764.56,8449.32,173651.28,56.1,1431988.2,2742.474
