10h_Specimen_001_Tube_010_010_FITC,10h_Specimen_001_Tube_011_011_FITC,10h_Specimen_001_Tube_012_012_FITC,24h_Specimen_001_Tube_010_011_FITC,24h_Specimen_001_Tube_011_012_FITC,24h_Specimen_001_Tube_012_013_FITC,2h_Specimen_001_Tube_010_010_FITC,2h_Specimen_001_Tube_011_011_FITC,2h_Specimen_001_Tube_012_012_FITC,48h_Specimen_001_Tube_010_010_FITC,48h_Specimen_001_Tube_011_011_FITC,48h_Specimen_001_Tube_012_012_FITC,6h_Specimen_001_Tube_010_010_FITC,6h_Specimen_001_Tube_011_011_FITC,6h_Specimen_001_Tube_012_012_FITC,72h_Specimen_001_Tube_010_010_FITC,72h_Specimen_001_Tube_011_011_FITC,72h_Specimen_001_Tube_012_012_FITC
2595.5742,1993.54,1146.8783,2606.9675,1342.1761,52.315834,27.260166,709.098,1023.3887,3261.6274,2717.897,4036.0803,0.18051124,2026.4095,-3.1154041,1452.6514,946.0881,-3.6888514
4479.0913,1696.6757,1818.1827,1316.754,2656.1165,1885.0226,777.7945,746.1388,732.59326,4884.303,60.072742,1167.4641,1697.3542,1693.7533,-1.5623329,5047.004,6708.805,10.121278
959.9743,1874.5085,50.799557,1657.3986,2149.2756,-11.159111,601.77783,1104.3308,377.04147,-2.8901777,1715.267,224.36581,2103.99,2299.147,1243.5717,1863.4694,2843.9922,48.562412
61.000336,2143.6008,72.07217,3040.4133,2023.266,1367.441,698.47656,1095.6392,793.9358,1.0706232,19.379192,3620.635,5235.261,1283.026,1050.3241,1472.4575,5200.711,6.954759
2719.675,2409.1785,1779.3063,1799.824,1165.602,1616.631,848.9674,1939.8506,451.87106,2846.6265,1373.2897,1.0918319,2419.7024,1779.247,1791.2606,4.7547264,10.31233,8.524729
2188.9585,1568.8319,2283.162,1407.004,2678.742,6226.8247,-3.7130322,952.84644,810.0143,5626.696,5.069904,5264.036,1905.829,2030.8777,65.89854,1819.3348,192.88448,1490.8778
2506.4849,2577.3796,1940.6538,692.61237,93.25768,72.497025,587.9825,95.852806,720.4017,3513.3389,3127.7366,7.176611,1573.4128,1996.9525,949.7815,1.3144159,1792.5184,3.3447933
2859.6775,2319.3796,2008.4305,118.273544,2299.188,16.30456,267.11285,947.5397,29.987387,4827.0933,3387.6553,2076.1252,1075.9408,1970.3286,2084.0005,2081.785,1297.4823,0.19887722
0.32306874,3589.7888,2325.1448,2779.404,22.10851,1593.759,972.46893,1294.9592,967.3641,40.60747,2163.8518,26.655575,1582.6199,2180.7378,3985.836,1862.8333,4391.4775,1634.0278
2276.6038,1071.9114,25.68587,46.775543,2010.8328,2297.7449,381.32672,386.4551,605.1455,3310.9397,45.104664,1623.5609,1463.4435,2260.1858,1908.5277,1682.004,2998.1099,13.231616
2307.5293,3607.3403,1937.3785,3044.1895,3683.2476,4663.818,782.51324,33.067146,881.65967,2424.0012,3175.175,3.1788588,2572.3467,885.9565,972.1676,-0.656018,524.22876,4.2296257
1963.9794,1448.6796,1691.1171,126.35522,64.5671,22.81521,355.4825,456.33487,671.6175,2124.4448,3908.4697,4186.304,2165.5737,1270.6525,1502.171,1747.4106,-1.4174407,-11.117237
2929.8123,1207.439,2698.048,167.17212,53.28958,-26.828829,1317.5302,1297.1006,1324.7548,2339.2886,4677.2534,2030.0487,1846.6002,2353.5896,1360.0596,26.35049,2945.027,-1.2891542
3.568768,1988.4043,23.347685,3327.3477,1592.5016,2127.8542,1874.5245,994.65466,463.60034,2571.3066,72.75685,-19.316317,1615.2599,2036.1152,641.0507,3298.7058,14.336532,11.402993
1721.1366,2400.0251,2144.582,2548.3804,1883.9467,3055.5605,848.7963,24.746462,8.266622,9.832598,2047.3738,8.603825,1991.4612,1705.2444,3065.3315,1598.9181,4.411983,3280.1748
2699.5674,2182.3809,1258.1364,3363.7354,888.76105,205.03343,1924.2117,1414.9142,1759.182,4153.101,1519.1505,9.236682,1666.0106,1628.8799,1782.5635,5300.826,2932.4001,-7.5297594
2974.231,1481.4177,1937.0271,1726.5616,1680.6283,1347.9882,86.19552,281.02475,289.20218,3317.67,3190.9705,67.8849,1696.2202,2202.0593,1614.4944,15.574198,9.282181,79.542366
3565.3755,1851.6687,1853.7096,1770.4629,3280.3252,2130.3706,477.12646,1392.626,574.56256,5466.788,3881.7007,1611.9706,1522.0961,2307.2344,1852.2927,1453.2753,600.17053,9.619293
-4.2287383,1979.4539,2013.75,3298.7512,79.90262,2765.4128,1144.8007,857.45416,1034.7251,2952.885,28.324484,2798.294,3611.01,1525.1561,2096.0317,4700.0625,-4.5722504,1664.8279
2507.6946,2214.7312,1787.7869,3179.3215,1734.7039,3829.3735,1042.8824,730.6612,17.788671,5618.514,2037.0961,555.56445,1425.1199,2049.516,2190.5183,1000.3779,1518.0208,9.4596615
1616.566,1251.2793,2374.3125,3786.8271,456.02524,2747.2212,54.922405,190.15941,1038.2244,696.8122,2043.4655,1484.8246,1632.1589,1688.7539,1664.9784,5.947982,4760.2905,9.486083
2320.646,1783.9968,50.266617,51.530003,957.57086,132.64279,1948.9154,105.71671,1177.4302,2524.3489,2629.9517,92.478516,965.9303,955.7557,93.63651,3164.9675,213.43419,3.2505589
1707.9999,50.593494,2408.0637,1492.5624,1444.8995,1289.1962,447.76538,943.3586,786.23126,41.818577,2534.8015,-25.42301,2762.9102,1977.4543,1978.4468,2886.0608,1596.9403,-5.566696
2624.69,1707.3687,192.54845,2608.9475,63.575737,2080.614,848.57007,867.9021,16.599659,4344.228,41.818962,8.598984,1801.0756,1349.5868,1130.0686,23.134817,2722.8965,8.6733
1691.662,1260.0713,1867.6217,1768.8492,960.43756,192.88708,914.545,144.12378,1144.8625,4394.84,2994.7861,4217.995,2112.6575,2254.5525,2496.6433,2886.453,894.1411,1070.991
2409.9944,2361.4482,725.14886,1952.9877,7.094742,75.048416,1468.1002,1432.3878,349.98383,4322.845,2387.4841,1483.6368,1802.6724,2384.524,13.135589,1492.0432,361.07712,11.601854
2909.8628,1459.8813,2890.9658,280.34677,96.836334,1647.964,845.6539,53.62463,967.96857,22.74097,20.234951,1612.1122,1223.2273,2167.262,1983.4292,13.275885,1989.8402,4.017265
3785.0408,2232.5754,2468.8616,23.740265,1904.515,2043.7218,48.270905,1816.3306,1049.8943,40.257637,20.656586,2330.7844,1799.9186,2954.6694,1288.3815,3537.8396,3098.014,-14.460441
1588.5393,1526.6199,2041.3307,2621.3884,1492.9465,4974.712,936.5452,1148.2936,843.1351,28.09027,-5.462086,22.204538,1146.9478,968.86084,1715.1543,5.860646,2592.7783,2.807908
3196.8594,2409.625,1483.2054,2354.985,1308.2397,3258.0063,1366.7896,1037.2885,75.98109,1970.6782,31.931675,10.093959,6.529668,1719.2643,2206.568,23.274199,3624.088,11.610232
1222.6333,1150.6724,2035.9982,46.40392,6546.6016,1462.4022,878.8416,47.409355,35.568184,2269.7432,298.60287,2971.735,2246.68,2381.1672,1484.179,1345.039,1112.8027,8.88748
2903.7158,1685.6346,2223.169,55.86676,2332.4114,95.78606,1802.6305,1437.0211,1220.7881,4918.235,153.16583,30.170338,3033.6912,1524.0602,1510.344,-4.665428,6112.4287,-18.585285
3142.9543,3352.215,2666.6472,1471.8817,6.014778,34.63523,941.3075,2262.1409,1073.436,5764.202,2896.7698,950.18494,1400.4048,1179.337,2260.2734,673.4516,927.9303,73.773605
1261.6697,2141.7832,2371.6992,1290.0732,19.13737,2865.4832,670.8805,249.06464,1449.4886,-0.6736898,5.411616,1670.7899,2117.219,1427.651,409.57883,1796.5187,38.101574,2694.9915
2413.8723,1985.7864,1907.7257,49.63813,1863.1467,212.7192,327.4259,997.3597,565.014,845.4433,4775.6553,4942.663,1792.1425,2404.7324,1457.5742,4.3383026,13.514281,2276.4116
2462.91,3346.6108,2919.5942,2664.5552,2833.058,1475.8721,313.78564,1659.7456,1131.7826,1911.8892,5563.4204,3018.5605,1123.6554,1886.0109,11.115605,4.911604,3109.0122,12.053246
1356.4218,1638.5682,1904.8534,6572.773,952.151,14.213564,7.055539,1256.0116,619.348,43.48741,2444.8584,-1.0,1661.5886,1661.4589,1795.6968,2194.1128,3021.6643,3147.4377
3368.3699,59.635704,1773.5425,40.02708,1904.9875,797.8425,537.81055,633.35876,1209.507,86.17461,1637.7328,28.69629,1778.4082,2856.5618,1713.7384,2369.85,2.3859642,-1.0
2788.0247,3362.6965,1738.0297,397.5079,136.74194,332.73135,850.3075,1349.192,1097.068,4784.867,3056.5142,5082.121,2663.4407,1396.839,95.894775,-7.695216,7622.3076,10.000156
2295.6274,1897.2308,1433.4695,48.34027,29.425947,1763.0116,618.2799,593.47095,963.7386,16.462278,2321.533,3228.049,1900.4661,2139.6702,2057.5544,2.6806564,2656.436,-1.7017052
2217.0056,1813.2864,1807.4452,18.137995,3769.0503,2094.9421,1098.7694,662.35046,367.56573,1561.7518,6086.931,37.252728,775.7229,2185.7659,1733.0375,3516.1921,3435.6074,1922.4835
2567.1135,2477.738,2053.0688,2840.3738,52.190567,1385.8163,26.180143,2296.9084,17.89486,-1.4753222,13.234763,8.006416,1217.4379,1886.179,1686.852,3345.739,1025.1665,479.67657
3792.9104,1998.8943,2196.1006,4360.638,1392.8564,550.7322,2049.1782,64.975784,344.17752,3047.6724,3993.706,11.182652,1704.9695,93.80364,2215.5508,2369.9119,991.5032,-4.25762
1954.5784,2288.4216,1706.8453,15.7575245,1790.7574,1816.654,845.09424,945.2339,704.2335,20.322426,38.56037,4.664455,3643.5999,2120.0344,3759.4297,1346.0249,500.6599,12.939877
2885.0225,2296.3777,1514.2341,52.114628,1444.5107,49.396748,252.92424,1011.28455,413.91602,1178.4424,2515.2083,3233.6594,1756.672,1094.699,1692.6777,4073.8003,3.696231,11.925613
2103.7183,2935.3367,1995.0016,2193.7107,16.123955,7.960743,1104.9044,520.337,1289.5679,3529.4946,2241.7615,3289.7864,-0.30309486,1209.8638,1967.9552,4616.3916,14.83636,373.1585
3834.1814,1040.3527,1294.7356,1648.139,47.08795,1850.8606,781.4797,1000.6848,715.0998,4377.2437,1962.0132,64.61155,2319.953,2407.0742,1658.6733,3870.5361,1380.2925,-2.9864068
3437.223,1834.5918,2102.7654,2578.1467,4826.7275,3025.7031,857.7993,2345.4817,162.77704,4539.8037,5067.9805,11.215432,2209.5808,2444.522,1868.6707,1525.9684,13.093883,2496.9329
3632.6853,1645.3088,2409.1199,3717.502,2543.5125,3282.4504,444.12497,32.63469,1222.4545,13.98332,4192.799,36.852795,1832.5944,639.9411,-9.681351,79.01093,27.509348,2308.2744
2886.0098,2107.8884,2231.7864,1578.0472,30.031097,2278.905,1022.54047,928.3843,119.376465,197.39107,1394.5232,1631.6555,1818.7114,2072.1145,2213.8838,-3.1509678,278.07712,11.280687
39.527946,3324.5242,1604.9958,18.194736,2471.7107,3382.4631,322.9372,1091.7753,62.0842,7009.9624,45.29001,4021.4507,2198.032,789.04956,1301.6104,8.869817,3.7269793,9.400695
2195.5642,2548.0166,3312.2688,32.08085,5256.4165,1180.0693,1002.18774,621.27985,938.87195,5704.255,1162.0845,1388.8597,1538.7428,2251.074,845.0781,4868.4897,23.594236,11.931533
2400.758,3101.6863,2303.5024,8.095351,1427.8969,16.990244,768.12177,955.42645,492.11102,0.54716146,3351.661,15.243948,2155.0798,1703.015,2235.652,1319.3334,6369.214,5.1777
2348.0571,2806.7393,5.091758,2632.0308,2635.7034,2630.265,2270.2598,184.33849,726.7506,-7.8399177,2301.583,3.709084,2374.6611,1631.999,1210.0394,696.6585,2858.8196,9.154211
54.17586,-0.40846837,2503.2583,44.030357,1928.7249,108.37337,14.139451,421.4538,439.66806,2779.725,50.768585,6627.0244,1624.4639,1310.9114,2237.8982,2064.006,4560.7666,33.12952
2364.9536,-11.613414,2092.4045,1039.2457,1539.1838,1627.3602,887.32007,1404.6194,57.48158,28.319136,1527.1571,19.871906,1404.2393,1552.4065,1425.3527,4407.9688,3975.5623,20.597237
2946.4282,37.58777,2961.017,2082.2788,23.209314,3454.3733,1440.7544,197.0232,891.59174,8.032367,3801.938,3242.0486,3644.8792,2179.086,1025.6653,856.4174,4696.283,1410.0887
67.89066,2259.1423,1305.2489,3372.0522,2799.7827,1101.0369,1336.2933,1301.6033,1366.2441,34.677155,1348.8333,9.060623,2130.5027,1821.7349,1060.3611,1130.6305,1179.4731,3638.7092
-2.5912273,2655.676,1980.1343,23.303686,22.619371,34.057037,722.45935,142.42168,222.3488,8.53938,1358.7075,4799.654,2647.8047,1807.7188,1321.1528,8374.239,3766.9006,1.674031
2157.3813,963.70746,2376.0073,2085.2195,2241.5667,286.6199,628.31274,1029.9052,800.3126,4715.601,2981.7502,2362.6785,1958.3726,3022.795,50.08925,583.9468,2519.0618,12.286313
1414.953,1652.0979,1500.8925,71.599625,2883.7588,32.75806,1321.9949,-0.058368623,1419.5762,2076.3096,6858.4883,2412.1304,1586.6321,1648.443,1965.6233,2650.6753,-6.3768516,29.124054
2101.1094,2788.2686,2376.3438,42.290024,39.883408,4040.477,901.3839,694.0832,415.55585,4.405124,3099.494,13.615479,1966.7516,2154.657,1932.6324,794.1484,3438.1208,9.502925
2003.479,1738.4083,2398.75,59.55433,26.709719,2294.7097,172.24474,947.2968,121.77349,1257.2749,1336.0642,4290.1187,1832.5216,2186.976,1976.6411,6102.5117,120.61175,896.9369
5645.704,1797.4073,2200.0754,2426.8125,48.663223,2534.177,961.34143,937.50183,607.28345,-10.465524,63.583572,19.742233,327.40024,1267.1643,2439.5547,1467.4252,4035.802,3214.5542
2817.932,1443.777,4008.3152,13.175161,49.839684,1906.3658,227.29074,196.63129,582.37103,5418.196,2781.8987,-2.0115228,1892.6056,1687.4598,1726.0645,4071.313,1007.63306,-3.7390409
7.116233,1623.7041,2274.6033,452.6102,39.437637,1979.6353,5.570329,676.70624,620.582,1304.7726,3018.964,6396.6865,2707.946,2409.0322,1744.501,10.855569,18.708225,20.71052
2027.3608,2197.3367,1631.1958,4390.882,14.63895,1497.5222,685.8747,22.482431,652.67004,2894.3823,2554.9116,18.255045,1626.0911,1452.1564,3335.3455,3141.8206,2605.4639,3686.5168
2057.8892,1829.4888,485.30566,178.39395,52.835262,2665.2031,552.9542,9.910326,265.97156,2206.599,2163.0889,3022.2605,1954.7644,1251.7562,8.009852,7.141143,24.965027,18.723639
2178.1653,2349.6023,1432.1666,1168.989,2641.074,5.8884954,1323.2727,239.09453,1649.9114,3428.1697,460.32947,2246.6775,2488.4543,1683.9655,1501.3728,-0.06627512,13.109255,9.10602
2041.1055,1302.9734,80.55373,2083.5137,2012.3638,1337.0386,786.15784,736.8679,1905.575,1073.5834,3348.4858,17.17334,1959.7566,2490.3794,1488.6333,-5.395193,2190.7969,2.5238166
2274.4617,3058.993,2239.5854,140.00012,1504.7775,73.63734,345.70874,2183.1414,922.67633,2213.6514,258.63116,4409.984,358.57455,1852.8,1352.1464,3327.7532,138.42738,-8.524415
2588.908,79.32653,1545.5303,68.92014,4341.5415,1470.388,1232.3333,1024.7899,825.3087,3243.0273,2093.3723,1974.578,1793.9014,2333.5618,1591.3949,4196.031,2932.1646,-1.6685078
7678.9023,1279.7054,91.633156,5328.2354,1973.8141,2207.4202,1295.8025,595.00946,640.1771,2040.7998,8.695525,1349.9092,2609.9521,2236.726,2086.7922,2853.3372,6092.6655,3434.1936
1997.1188,-8.525562,1570.8501,7509.4663,3170.2292,3159.2559,499.8192,948.16547,902.45905,2925.519,3684.7979,4539.4814,3192.7292,2465.0461,2108.6748,901.00995,13.848691,9.394435
2328.558,2276.8533,1431.6847,1397.4335,2313.5334,2260.0886,762.35565,455.7741,12.60768,7.16523,4457.199,2602.1726,1213.3088,628.98706,6.599162,-1.0,2569.5168,21.153616
2247.8977,1976.043,2425.236,2691.5117,1537.1262,2184.9028,887.0152,654.5397,60.6411,3096.3386,1926.1208,1667.6725,1659.0023,1759.9292,1826.7742,2088.3545,6.871955,-5.875335
3758.3494,2705.6162,2806.7153,2829.903,1686.246,13.2725115,1168.8754,1789.6238,1291.4515,2180.443,21.732742,-6.0552053,2565.279,1618.7848,2153.5032,1110.9592,1287.5641,2.179613
2284.9697,919.9077,2195.8184,1514.2267,1598.3557,1742.9972,1796.9863,781.03253,809.6748,18.968342,23.959932,3281.1702,3450.5884,3371.9941,1768.0249,2983.8618,-4.742858,3.2086768
2922.44,17.724455,1565.0446,2062.527,91.07689,42.26308,0.47839952,376.9411,2636.9587,2979.038,2460.9531,11.902599,2157.5986,3.312375,1400.0013,1419.9255,4551.135,2229.7463
62.38208,1716.2039,1967.4344,2953.1567,368.92795,2231.6013,1066.4841,804.9879,992.3967,3665.2,25.159344,31.113922,1422.7275,1915.944,1801.788,16.923199,12.771134,11.037353
1674.9174,1508.0502,2257.696,1040.0248,6646.441,3501.7546,839.1687,120.68677,1040.8163,1981.2964,3584.3044,3412.8965,1679.5013,1487.9485,2592.1042,1261.62,2275.9746,3577.2227
1937.88,41.387314,1997.7399,142.59096,1764.8713,3617.0557,1147.0154,649.24896,1.0913823,11.616593,2158.0542,2497.8806,1458.5062,1700.1777,2912.0364,12.750752,3537.9568,196.38704
13.200322,2114.4377,1654.3052,3711.8818,1824.7905,3079.348,595.8841,861.89215,1105.7682,803.165,-1.0,2.8195071,1310.937,1796.1864,3471.7803,48.435978,3611.7507,2652.1343
1866.4319,5990.611,2389.2927,1399.5475,1613.129,1988.3484,1391.599,332.3071,797.06195,4736.09,1096.0303,65.96822,1425.3682,2239.8193,178.62222,7.7957153,3798.217,1497.4081
2963.3015,3413.2502,2080.0845,36.713093,1509.1484,1679.2455,749.31934,307.8963,478.62662,3116.5144,2975.5469,2097.6091,1215.9327,1843.2689,111.88017,2048.0073,2317.3306,1009.0962
2337.073,1774.3569,3822.765,2575.9277,1772.3259,4463.796,587.0446,1552.5295,477.12384,2756.1384,11.663614,2219.4744,2015.5428,1497.6157,1235.8075,1193.8156,5.7542157,1778.3589
2225.8965,1230.41,2734.5989,92.04846,1902.4103,43.107662,625.3585,23.292301,26.015324,888.2004,2666.0242,5.709963,2512.1284,2204.9182,2363.5576,725.5478,1847.8843,133.17657
104.095505,2064.171,2855.1162,2557.0916,2286.6313,1008.1873,1215.9072,663.77814,1134.3795,-13.313432,1663.8151,14.329032,1772.428,1333.4807,1798.8104,4571.3975,1050.713,11.962607
2679.7798,2030.3083,2774.2778,344.88547,409.37656,3811.7322,1055.5791,819.70996,418.46194,11.494924,3168.1555,8.4119625,1479.1008,4330.5806,1471.1167,3176.9543,2154.228,11.511431
24.178925,1494.2587,78.061066,2126.1194,4427.441,16.192032,430.52454,924.4566,649.29877,3679.1057,2624.036,22.493896,2512.6191,2018.5773,1267.3389,914.604,4478.592,3020.4854
11.769756,1586.401,3544.0767,1757.7823,1896.1108,2512.6338,887.8943,1604.3011,904.656,3132.2725,12.995357,806.01105,1402.8915,1855.4517,1563.0114,5224.3916,6.3524594,-7.214396
1378.8967,2051.3726,2382.7244,4792.351,2380.8005,1543.4589,1524.7776,595.8162,1137.9478,4.4222565,2382.023,6178.095,1712.0873,1910.4921,1989.7096,2340.1875,1013.893,3105.0093
2985.2747,2082.2349,3086.941,22.788519,68.561966,-4.4265137,133.3783,979.56976,868.276,2255.047,1851.4177,0.7170241,2202.682,0.7407867,2405.311,1930.1199,1427.989,-2.826908
3342.0208,2884.4587,2036.4908,4404.4185,1534.4144,2690.043,574.148,571.2909,34.202026,52.972336,57.74431,3352.6692,1703.4092,1753.7828,1887.191,506.76804,1067.0137,2260.1274
2626.3284,2782.786,2111.9026,3456.0378,1712.1233,1193.7079,1150.4634,1183.1018,863.76636,7.4838276,1859.8749,1084.4563,2923.1643,1652.1718,2079.165,3.054142,3491.1711,4.800314
2117.938,2422.1326,3014.6763,564.70886,69.69798,1670.0021,1461.867,1495.939,907.3955,4606.5503,3238.3943,11.085731,2557.09,1398.3604,1503.3344,3774.4712,3969.566,24.572435
2970.0251,1393.5219,1831.4841,1849.6063,278.52374,3073.5044,1966.807,19.487164,300.44305,4607.601,4753.221,2559.5732,1410.6068,2354.4927,1578.5171,1986.1093,628.6631,6.677191
2248.4126,2179.1665,2109.568,1314.6786,3571.0842,2302.2822,69.770325,398.12238,679.64185,4203.4,2663.0815,6051.4395,1297.1355,1753.1747,972.34076,1810.7166,16.150665,1099.6816
2327.0986,164.37384,568.22217,1732.3464,87.879845,2728.2249,856.044,199.73787,843.65485,4839.5264,21.253504,2115.7153,1360.0944,1937.6616,1013.3769,4804.408,3066.2166,1.140573
1687.9791,1815.8695,2401.2832,274.14612,36.05709,6841.711,719.85785,156.9591,517.1695,2777.7766,4015.764,3491.9685,1929.424,1553.1069,1942.5625,4136.7295,861.2557,0.7784344
2334.6807,2432.0518,2627.62,14.502177,4087.9612,178.59804,596.46014,446.79843,625.5658,-1.0,3435.4365,-11.9956255,1903.6919,564.1945,1345.7903,5178.431,3601.714,7.4374666
4742.442,1826.1992,3.5561929,1964.159,-10.440022,1300.6208,517.55035,403.1575,9.037431,3358.716,3170.54,1973.612,2268.4238,2362.263,1606.494,19.43767,121.105354,11.605383
1547.6095,2153.9163,1398.6248,460.65704,1364.6469,2837.76,462.62933,1763.9907,185.11118,4533.1367,11.122132,1856.866,2877.7246,46.530502,44.153645,3160.679,25.617989,2.9621692
1678.0474,2055.4917,36.193825,1459.2363,3958.7852,2.8060675,32.584557,1292.383,800.79285,2.0028467,1549.7322,3.0237193,1719.107,1782.6345,2063.9514,2440.823,3.683447,2004.6157
3448.9783,2271.0151,1485.1122,65.72102,1.5824621,39.508717,703.86865,732.3059,1293.0127,3472.6216,4386.418,3991.146,1543.52,1942.8651,1986.2123,1304.4688,276.99786,6.331334
2407.9487,2186.6653,2242.9822,79.37885,2967.5356,1922.017,960.6499,729.9949,190.56593,2142.072,4423.041,14.164782,31.196217,1152.1876,1363.3195,1051.2953,-1.0,2145.0498
3165.009,2081.295,1766.6766,239.32594,1791.9819,1464.7185,1434.5146,1511.3997,11.9503975,2295.8562,4032.8887,2243.3503,1806.8075,2106.0625,1521.7001,2922.3052,1673.8341,-1.9545459
1712.0142,2636.9788,1999.0507,1873.765,84.9604,210.14279,731.6679,1.1435521,1016.94464,1974.6837,1077.4557,995.73584,1152.2406,804.8137,2480.2449,3110.7524,2440.2988,-2.2583027
1939.2322,2230.3777,1127.9169,3855.079,231.5858,29.32999,153.01341,657.77814,1493.4266,6989.5586,2633.8293,5.508938,2248.0535,1450.7372,1935.282,-4.2359476,14.028649,2718.386
3683.523,1919.4172,1846.4924,3885.7778,1367.0662,21.184437,861.4037,706.1916,889.01117,2365.5833,-2.533884,3488.4587,48.36757,1463.3545,438.8242,1.7442992,13.985791,-0.34806168
1987.8379,1084.633,220.69507,2227.3225,91.27074,4619.909,643.6402,817.36505,575.82587,5.1311893,19.52205,2056.8728,2228.9575,2002.2476,1258.3912,2502.08,58.07232,4871.979
2402.1763,2387.7554,193.51698,400.4407,452.64557,36.588844,28.30631,679.70605,814.07275,2767.8696,3378.589,2757.713,1401.5038,1406.2347,1898.1549,3239.974,1193.26,6.8528237
1712.5052,4366.2983,3117.3535,23.99654,2229.629,1427.3838,778.1057,215.79504,439.22345,1771.4789,-17.092566,2239.1428,1817.3191,577.3761,1344.1876,1297.6766,2985.9849,6.582452
2464.8794,1736.087,3044.1726,24.684072,92.406204,2433.4973,1034.9496,721.8603,1352.767,1806.2236,1373.4149,-6.211525,1808.8878,1202.9977,1767.5979,72.61953,-23.75724,5.1870794
1567.2087,1838.5258,2567.4963,1240.0176,42.252823,2619.5415,779.39343,330.59952,2361.0623,4133.0044,-19.641064,553.93616,-1.125063,985.14557,1428.5931,151.37433,3844.7974,5.258982
33.64507,2160.909,2242.372,2690.4937,12.448546,2071.877,1559.1307,26.380966,965.99097,1431.556,2672.568,7.7770214,5560.611,2332.371,1234.3727,4053.5288,732.3793,17.540598
57.432903,1.7266922,3421.1865,1881.1289,109.599594,1838.2236,675.6865,3.7785578,713.2477,1812.2698,5006.296,595.7407,1095.713,2208.9082,1015.45605,1191.8773,-38.845684,5459.855
1746.1794,4799.4355,940.96356,1356.6455,2618.886,1241.9462,298.4567,523.371,1538.8679,13.583216,1324.444,6871.6895,2487.3945,1498.1443,2134.7373,9.380569,4250.4375,-8.482965
2462.6824,1595.5536,2290.8457,1482.715,91.35555,1584.5879,942.3088,2015.4137,170.60645,27.0009,1777.816,1984.9298,1208.3398,1603.5292,2091.1309,4522.0513,2022.6354,-10.84573
2127.3645,2117.2107,2420.4324,4568.768,1953.5005,5579.7026,957.4077,34.51245,746.46643,650.1596,4681.3223,-9.678073,1628.156,2194.2275,4.2113376,-7.1762714,3870.6323,2765.6694
2385.9954,1844.0272,109.69104,4435.358,42.71038,1863.1895,1190.3174,595.55273,44.3452,2302.191,2563.324,2251.6553,1166.7601,2499.5479,1815.7192,0.33605123,1843.4661,3388.098
3237.982,2648.041,2023.3348,3259.0195,2933.5928,3288.0808,111.898,1633.0068,10.708754,1948.1696,2932.5542,4.9646554,1343.6332,165.39902,2438.1868,3513.0283,-2.9208252,2710.6238
2940.2654,1878.1099,1566.1482,1856.6508,1199.409,3377.4116,1733.4697,987.8853,34.601887,222.82475,22.130804,4610.5444,1779.0198,1053.9882,2681.5117,4009.814,13.903837,10.952645
1175.2825,2338.1143,2200.0073,3730.0818,53.45106,18.25283,607.9132,492.5749,640.01105,3621.088,5385.103,3240.1765,1994.858,2114.9539,1448.9917,4670.7134,2716.6472,3.7306552
2629.5732,3040.7168,1409.147,31.615414,2170.4417,3781.8628,66.51969,666.85516,915.33997,2278.2273,27.835827,1647.9926,2353.2314,1632.3168,2241.3425,2740.4307,3575.3945,1873.7875
1907.099,2011.3701,2153.565,15.216265,578.2126,14.594203,501.63693,982.40686,776.68884,6692.2505,1541.4509,4278.8584,2632.9492,1971.7927,1929.9913,2.4260926,4.4094877,-0.31779444
2419.9788,1452.6134,50.39668,42.581932,1426.2977,1468.6616,1415.6572,549.9212,119.44009,-8.757404,1807.4165,10.233571,169.06496,1296.006,2154.358,13.07337,3091.299,2904.1584
83.80592,3861.2566,2774.2456,97.081345,1496.5944,-6.1778817,682.01416,1749.2283,1426.217,-2.1173568,2495.3281,31.95192,3785.5776,1781.6635,36.111675,2627.2957,4458.156,7.199377
2151.2517,2653.9346,1206.7815,3568.951,38.59161,1861.6826,316.30554,660.1137,811.15704,3076.045,1203.9445,7.5658226,1377.7372,1997.3328,2738.1902,2794.224,38.802498,1639.0186
2193.3176,3549.0684,2302.9827,2224.8276,-4.367361,31.64103,291.16495,35.769196,21.459423,17.391003,5415.3594,2783.4907,1853.4058,653.54285,1888.2211,3446.8027,3764.898,27.44492
2738.8425,0.6104431,2091.4138,2526.4058,3981.3975,30.907022,402.69193,1091.4288,491.48346,1592.0692,3881.736,1964.749,1817.8345,1429.3763,2214.8784,5.6850777,2515.4407,4.72165
2201.9048,1930.8256,1667.2302,4891.217,33.69835,1820.44,48.77669,1175.0154,330.4837,3744.6814,9.432883,6683.0093,1388.7521,2695.639,1229.9741,-5.591973,-4.763976,3774.2036
342.60114,2633.8403,2490.0583,3165.6714,52.54782,4621.797,1468.584,1079.8429,551.84045,2377.5706,28.519688,20.004927,1792.3488,1883.945,1929.6158,1684.9856,3361.1772,-4.9910483
2116.774,2787.9644,2066.573,35.49877,28.590014,3379.431,1259.9624,1754.249,879.3082,1443.9546,1783.9315,2194.689,1.5695858,37.58216,579.2075,3305.448,2648.2837,40.175755
2408.0234,4362.5244,2044.7808,7025.0103,1991.2714,3.1663222,-5.4677706,743.11456,252.57549,-12.877655,2758.9946,1586.7505,2693.263,1800.9302,1780.2167,2149.5796,1346.5709,28.469246
