time_point,tube,filename,x,y
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1521.5215215215214,1.8145781741761147
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1531.5315315315315,1.8299745426711682
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1541.5415415415416,2.0087244599985836
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1551.5515515515515,2.3229604355375173
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1561.5615615615616,2.364553905628519
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1571.5715715715717,2.263412542618781
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1581.5815815815815,2.3755219971079473
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1591.5915915915916,2.3808493267366138
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1601.6016016016015,2.101582167418156
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1611.6116116116116,1.9568238314363924
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1621.6216216216217,2.1109481857108565
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1631.6316316316315,2.2520805204428345
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1641.6416416416416,2.286222081721488
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1651.6516516516517,2.4556443474869423
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1661.6616616616616,2.738970183944392
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1671.6716716716717,2.9559196798939373
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1681.6816816816818,2.9972364190946092
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1691.6916916916916,2.987334971177106
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1701.7017017017017,3.011612895678518
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1711.7117117117118,3.024649516903827
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1721.7217217217217,2.9383263406224187
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1731.7317317317318,2.835356354255134
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1741.7417417417416,2.8297263734459692
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1751.7517517517517,2.909229684415304
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1761.7617617617618,3.076108019020133
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1771.7717717717717,3.356786092538501
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1781.7817817817818,3.523887012129542
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1791.7917917917919,3.5822874000370493
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1801.8018018018017,3.7758113946161647
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1811.8118118118118,3.7046650529661704
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1821.821821821822,3.1853639451311127
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1831.8318318318318,2.982176521633937
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1841.8418418418419,3.5195655429753163
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1851.851851851852,3.975494123986156
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1861.8618618618618,3.8078237494755798
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1871.871871871872,3.524092175355654
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1881.8818818818818,3.458158605525106
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1891.8918918918919,3.43261956068373
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1901.901901901902,3.349076046204484
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1911.9119119119118,3.2704575366587396
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1921.921921921922,3.522584562886575
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1931.931931931932,3.841870751904813
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1941.9419419419419,3.851497390095362
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1951.951951951952,3.92332026352072
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1961.961961961962,4.030495420185733
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1971.971971971972,3.9817414994772444
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1981.981981981982,3.9851860211450743
10h,Tube_010,Specimen_001_Tube_010_010.fcs,1991.9919919919919,4.121445810238132
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2002.002002002002,4.271818609912814
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2012.012012012012,4.412242626547629
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2022.022022022022,4.393969325901239
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2032.032032032032,4.168193630717433
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2042.042042042042,4.034873371080226
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2052.052052052052,4.1187646407433505
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2062.062062062062,4.1846084909291745
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2072.072072072072,4.1956023124772175
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2082.0820820820823,4.067809958074248
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2092.092092092092,3.8679937356181533
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2102.102102102102,3.8786984788862404
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2112.1121121121123,3.933871978562059
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2122.122122122122,3.954557305118495
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2132.132132132132,3.9711990698448933
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2142.1421421421423,3.9238325747979608
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2152.152152152152,4.036228495269614
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2162.162162162162,4.078492725664127
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2172.1721721721724,3.758430180184722
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2182.1821821821823,3.6352429261485533
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2192.192192192192,3.8690552012394983
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2202.202202202202,3.927755696425048
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2212.2122122122123,3.9032563870099635
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2222.222222222222,4.053855648126199
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2232.232232232232,4.086734577556483
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2242.2422422422424,3.8557054647344366
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2252.252252252252,3.822450026372713
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2262.262262262262,4.057093706019496
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2272.2722722722724,4.242860106055321
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2282.2822822822823,4.21467495928759
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2292.292292292292,4.155951951000843
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2302.3023023023025,4.154349671588697
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2312.3123123123123,4.1712805248827545
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2322.322322322322,4.20278599941759
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2332.3323323323325,4.020135089320155
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2342.3423423423424,3.723376069558697
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2352.352352352352,3.7760291906519736
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2362.3623623623625,3.9586941020544373
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2372.3723723723724,3.7722525994635467
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2382.3823823823823,3.581531905583881
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2392.3923923923926,3.7351488016715346
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2402.4024024024025,3.9326668957135653
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2412.4124124124123,3.8104961376257944
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2422.4224224224226,3.3953089570617156
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2432.4324324324325,3.2720571160058416
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2442.4424424424424,3.60351897124665
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2452.4524524524522,3.7140879027116505
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2462.4624624624626,3.632866397909158
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2472.4724724724724,3.6771244712000617
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2482.4824824824823,3.584515930566078
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2492.4924924924926,3.5058809263308444
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2502.5025025025025,3.56685666553106
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2512.5125125125123,3.3875095522811143
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2522.5225225225226,3.0162663626954167
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2532.5325325325325,2.9684126804241027
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2542.5425425425424,3.3748645139353854
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2552.5525525525527,3.8494433440767475
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2562.5625625625626,4.008999255307792
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2572.5725725725724,3.849795151258118
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2582.5825825825827,3.419601642516778
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2592.5925925925926,3.0921423468892533
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2602.6026026026025,2.9667346823816123
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2612.612612612613,2.819679256165383
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2622.6226226226227,2.852627292013585
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2632.6326326326325,3.0994280488486377
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2642.642642642643,3.4536966575294774
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2652.6526526526527,3.5672303185559224
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2662.6626626626626,3.256366587229701
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2672.672672672673,3.0504426494929042
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2682.6826826826828,3.0282538036808084
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2692.6926926926926,3.057071773902916
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2702.7027027027025,3.163067796905651
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2712.712712712713,3.1215282807428784
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2722.7227227227227,2.867888642652636
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2732.7327327327325,2.7052345803018674
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2742.742742742743,2.7189080245449184
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2752.7527527527527,2.672707404362004
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2762.7627627627626,2.48402442540531
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2772.772772772773,2.332118229689121
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2782.7827827827828,2.271251220619061
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2792.7927927927926,2.253245285725535
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2802.802802802803,2.286292459775567
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2812.812812812813,2.2789099278904
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2822.8228228228227,2.1408869180686074
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2832.832832832833,1.989319592373019
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2842.842842842843,2.0577829662312466
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2852.8528528528527,2.2479218672599206
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2862.862862862863,2.3796035784049563
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2872.872872872873,2.388946279178454
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2882.8828828828828,2.4508235145791333
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2892.892892892893,2.5888605275002536
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2902.902902902903,2.7129609769449874
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2912.912912912913,2.6952877393723482
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2922.922922922923,2.451255768122344
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2932.932932932933,2.137039740421371
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2942.942942942943,2.0582597695907867
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2952.9529529529527,2.2186916944726836
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2962.962962962963,2.3344186217234157
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2972.972972972973,2.2636510481742187
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2982.982982982983,2.1541639158205883
10h,Tube_010,Specimen_001_Tube_010_010.fcs,2992.992992992993,2.0359347670601218
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3003.003003003003,1.94950461329204
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3013.013013013013,1.9883838832034173
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3023.023023023023,1.9844079932117573
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3033.033033033033,1.9134090832437018
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3043.043043043043,1.8703219139302243
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3053.053053053053,1.8790375098659744
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3063.063063063063,1.9076915881600764
10h,Tube_010,Specimen_001_Tube_010_010.fcs,3073.073073073073,2.066352257600061
