FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,normalized_FITC_A,FITC_fluorescence
41873.97,403.49002,44068.332,206210.1,23396.14,4056.8801,8784.44,789.12,4806.12,59134.684,52.7,459670.22,1137.2826
21658.65,332.84,17535.33,82979.21,9140.54,932.58,2000.2,172.62,1771.4401,22504.682,53.0,182908.42,874.68964
18529.26,186.83,11633.7,54386.37,6311.4004,957.7,1694.6901,87.68,1628.88,15619.561,53.2,121349.39,678.0901
5616.72,40.82,28.26,54.95,89.490005,17.27,-12.33,-21.92,171.6,640.2,53.3,294.77585,4.4419804
35451.63,629.57,24681.97,115666.62,12939.94,2249.81,3631.87,317.84,3747.4802,34743.723,53.5,257453.95,752.02826
67438.05,1607.68,13255.511,63774.973,10247.391,1986.05,10533.93,908.31,9555.48,30020.762,53.6,138266.25,211.59796
22102.35,246.49,678.24005,3113.31,649.98004,182.12001,1607.01,158.92,979.44006,2562.12,53.8,7074.621,32.19041
26669.85,290.45,742.61005,2791.4602,847.80005,157.0,1719.35,98.64,1136.52,2822.1602,53.9,7746.0547,29.116734
24811.53,189.97,17469.39,81109.34,8113.7603,1271.7001,1767.3,90.42,1888.92,22692.121,53.9,182220.61,760.53845
31259.97,383.08002,12046.61,56631.473,5832.5503,894.9,2224.8801,116.45,2040.7201,16624.08,53.9,125656.4,415.81552
26367.96,356.39,34500.75,161909.39,19491.55,3190.24,6188.29,460.32,2830.08,42732.363,54.1,359872.2,1414.2058
38745.45,375.23,39664.48,184515.83,19595.17,3183.9602,4847.06,421.96,3739.56,51873.363,54.5,413734.28,1106.2576
22770.51,331.27002,16200.83,73364.53,7807.6104,1075.4501,2113.91,180.84,1359.6001,19777.56,54.6,168988.44,768.5416
32118.66,332.84,22887.46,106683.07,13219.4,2198.0,5969.09,616.5,3413.52,32076.002,54.6,238735.69,769.73987
27742.56,778.72003,62385.523,262143.0,33345.23,4932.94,11584.72,983.66,6029.7603,80720.64,54.9,650734.1,2431.2317
31428.75,315.57,9168.801,43088.652,4835.6,662.54004,1216.56,93.16,1136.52,11808.721,55.2,95638.4,314.539
37175.97,529.09,35307.73,165225.23,16660.84,2463.33,4707.32,286.33,3334.32,47030.28,55.2,368289.7,1026.2476
24504.42,202.53001,9080.88,42627.07,4669.18,730.05005,1375.48,217.83,1081.0801,11843.04,55.3,94721.305,399.8216
29278.98,233.93001,14524.07,67272.93,6768.27,1712.8701,1779.63,195.91,1845.3601,20324.041,55.8,151498.4,535.53735
32707.65,452.16,42236.14,199408.84,20461.81,2816.58,5060.78,497.31,3393.7202,54288.96,55.9,440558.88,1395.6979
20397.15,290.45,37893.52,179279.88,19080.21,3143.1401,5744.41,475.39,2707.32,48826.8,56.0,395261.66,2008.3846
27986.16,373.66,32602.621,154202.27,18031.451,3213.79,7133.59,805.56,3244.56,43751.402,56.4,340073.1,1259.0183
44341.29,582.47003,35759.89,166663.36,18394.121,2488.4502,4038.76,405.52,3108.6,45847.562,56.5,373006.1,871.2792
48041.4,789.71,58100.992,262143.0,29646.31,4151.08,4452.5,331.54,4993.56,72754.445,57.2,606042.8,1307.0837
21011.37,279.46002,11415.471,52339.09,5809.0,888.62006,1742.64,204.13,1259.28,15256.561,57.4,119073.07,586.6342
43038.9,617.01,44333.66,205635.47,22650.39,3658.1,6745.88,665.82,3916.4402,58676.64,57.6,462437.8,1113.1407
50418.242,701.79004,45000.91,209392.48,21768.05,3246.76,5111.47,408.26,3401.6401,57864.844,57.7,469397.78,964.38654
48057.93,1056.61,2785.1802,12658.91,3427.31,530.66003,5680.02,450.73,5171.7603,10669.561,57.8,29051.799,61.683872
23563.08,312.43002,13200.561,61631.92,6550.04,775.58,1663.18,220.57,1176.12,17897.88,57.8,137693.08,604.9376
30282.09,299.87,10154.761,46869.21,5425.9204,651.55005,1465.9,156.18001,1386.0,13419.12,57.8,105922.8,361.70328
25581.48,279.46002,15772.221,73918.74,7554.8403,960.84,1557.6901,173.99,1081.0801,19256.16,57.8,164517.69,665.8602
36757.5,395.64,24835.83,114956.98,12597.681,2012.7401,3812.71,354.83,2900.04,32412.602,58.0,259058.84,729.80304
40194.0,503.97003,28437.41,131880.0,13528.69,1912.26,3189.36,276.74,2721.84,34162.92,58.4,296626.38,764.2378
27415.44,613.87,20639.22,97575.5,11413.9,1987.6201,3059.21,232.9,2758.8,28167.48,59.0,215284.64,813.2649
12014.7,146.01001,9619.391,45655.6,5188.85,861.93005,1212.45,67.13,596.64,12918.841,59.4,100338.43,864.96875
42409.02,591.89,43543.953,206134.73,21226.4,3026.9602,3875.73,360.31,4561.9204,57666.844,59.4,454200.5,1109.5479
26421.9,210.38,18885.531,87865.055,9430.99,1548.02,2082.4,149.33,1602.4801,24567.842,59.8,196992.16,772.09485
35731.77,557.35004,41469.98,195951.7,21736.65,3556.05,7478.83,739.8,4262.2803,56844.48,59.9,432567.2,1254.2983
39721.59,657.83,50230.582,236762.28,27004.0,3229.49,7667.89,590.47003,4832.52,65226.484,60.0,523947.72,1366.7578
24778.47,350.11002,916.88,4149.5103,1274.8401,167.99,1082.3,119.19,1184.04,3128.4001,60.1,9563.839,39.02263
44586.63,544.79004,27307.012,126275.1,14505.23,1767.8201,5181.34,347.98,3546.84,37278.12,60.4,284835.38,661.42566
37335.18,461.58002,29837.852,138759.75,14131.57,1813.3501,2270.09,309.62,2044.68,38088.6,60.4,311234.2,863.40436
50922.84,569.91003,16420.63,76317.7,9339.931,1461.67,4027.8,435.66,2807.6401,23197.682,60.5,171281.16,347.7746
33139.17,367.38,27162.57,126562.414,13613.471,1766.25,4057.94,352.09,3806.8801,38126.883,60.9,283328.72,885.53687
21507.27,205.67001,9788.95,45490.75,6154.4004,769.30005,1223.41,135.63,1065.24,12236.4,60.9,102107.08,491.28708
23630.07,301.44,10068.41,47110.992,4675.46,521.24,1168.61,100.01,1231.56,13438.921,60.9,105022.086,459.85416
38837.67,414.48,2995.56,14001.261,2041.0001,483.56003,1702.91,146.59,2125.2002,6230.4004,61.1,31246.24,82.42428
19539.33,160.14,893.33,3658.1,766.16003,67.51,1093.26,156.18001,938.52,2435.4001,61.8,9318.192,48.45041
46240.5,481.99002,26611.5,123100.56,12197.33,2196.4302,3801.75,228.79,3573.2402,36278.883,62.2,277580.6,621.4643
20689.47,307.72,12205.181,57292.44,6713.3203,985.96,2259.1301,230.16,1630.2001,17735.521,62.3,127310.42,637.06134
22885.35,315.57,5446.33,25694.621,3185.53,638.99005,1367.26,104.12,1478.4,8387.28,62.6,56809.86,256.40326
24012.0,314.0,14701.48,69141.234,7790.3403,825.82,1611.12,195.91,1082.4,17945.4,62.7,153348.95,661.21704
24035.49,417.62003,23441.67,108618.88,12877.141,1827.4801,4667.59,391.82,3043.9202,32013.96,62.7,244516.56,1053.8802
47980.5,660.97003,47773.53,222698.23,24788.73,3537.2102,5108.73,502.79,4526.2803,61108.082,62.8,498318.6,1075.9368
18127.32,211.95001,1168.0801,5077.3804,1158.66,147.58,1148.06,94.53,1017.72003,2729.76,63.5,12184.069,68.6958
17622.72,227.65001,10303.91,47702.883,4901.54,902.75,1128.88,143.85,1174.8,13676.5205,63.6,107478.555,631.4071
45314.82,536.94,30517.66,144455.7,15640.341,2003.3201,3005.78,268.52,2092.2002,37759.92,63.6,318325.16,727.4145
34436.34,467.86002,13944.74,64977.594,7765.22,1029.92,2087.8801,167.14,1429.56,18098.521,64.1,145455.5,436.98682
18790.26,191.54001,8525.101,41083.76,4380.3003,858.79004,1583.72,76.72,868.56006,10804.2,64.2,88924.055,489.72067
21410.7,249.63,15115.961,68453.57,7801.33,843.09,2313.93,263.04,1498.2001,19287.84,64.5,157672.34,762.6117
21126.21,334.41,18243.4,84533.516,8967.84,1634.37,2424.9,158.92,1994.52,24801.48,64.8,190294.19,933.0106
21234.96,232.36,20119.55,95104.32,10140.63,1329.79,2624.92,189.06,2207.04,25212.002,65.1,209864.03,1023.78894
29502.57,449.02002,19810.26,93058.61,9641.37,2336.1602,2815.35,268.52,3087.4802,26669.281,65.1,206637.88,725.2698
36799.26,554.21,61909.812,262143.0,32847.543,5342.71,10335.28,941.19,5311.68,82232.05,65.2,645772.0,1818.6505
37869.36,540.08,50538.3,241679.53,31134.672,5163.73,14856.28,1230.26,5346.0,68393.164,65.8,527157.5,1442.4452
51070.742,819.54004,84690.516,262143.0,44057.34,5972.2803,12153.2705,1002.84,8644.681,112916.766,66.2,883394.1,1792.6191
38803.74,386.22,37400.543,177127.4,19852.65,3199.6602,4503.19,423.33,4183.08,48294.844,66.2,390119.5,1041.4901
35537.76,456.87003,32349.852,149809.4,14985.65,2121.07,2185.15,237.01,2208.36,40913.402,66.7,337436.47,983.57733
38688.9,893.33,57785.42,262143.0,28913.121,4711.5703,7254.15,611.02,6361.08,77678.05,66.7,602751.1,1614.4724
38463.57,368.95,4396.0,19585.75,2705.11,599.74,2631.77,268.52,2394.48,8100.8403,66.9,45854.02,122.61629
23553.51,284.17,21692.691,101089.164,10493.88,1670.4801,2171.45,241.12,1557.6001,28816.922,67.0,226273.23,995.15155
31414.83,379.94,31453.38,151384.11,15714.131,2562.24,3725.03,284.96,2638.6802,42724.44,67.1,328085.53,1081.9297
22119.75,257.48,14428.301,65750.03,6837.35,968.69,1001.47003,71.24,964.92004,18662.16,67.3,150499.45,704.50903
20224.02,238.64001,8733.91,40991.133,4683.31,758.31,980.92,108.23,683.76,11837.761,67.3,91102.12,466.0989
38793.3,632.71,3405.33,16533.67,2387.97,604.45,2082.4,264.41,2251.9202,7931.8804,67.6,35520.492,93.944565
30169.86,342.26,27132.74,127234.375,12825.33,1884.0001,3111.27,343.87,2529.12,35211.0,67.6,283017.56,971.72034
27461.55,362.67,1389.4501,6462.12,1576.28,160.14,1626.1901,176.73,1279.0801,3781.8,67.6,14493.146,53.724968
35204.55,387.79,31172.352,143970.58,16788.01,3081.9102,5056.67,475.39,3420.12,42451.203,67.8,325154.16,956.71967
51574.47,679.81,65351.254,262143.0,33497.52,6179.52,12579.34,1183.68,6823.08,84090.6,68.1,681669.2,1369.5244
39806.85,671.96,36340.793,171002.83,17957.66,2183.87,4234.67,271.26,2131.8,43191.723,68.1,379065.4,986.42523
29797.5,387.79,24273.771,112992.91,13023.15,1800.79,2703.01,228.79,2464.4402,31557.242,68.4,253196.1,880.0997
37625.76,555.78,32109.64,150850.31,15835.0205,3075.6301,4104.52,254.82,3375.2402,41316.0,68.6,334930.88,922.0341
49710.06,645.27,13016.87,59215.69,7121.52,1218.3201,3893.54,319.21,3685.4402,21981.96,68.8,135777.03,282.2239
43573.95,535.37,33641.96,154908.77,17697.041,2620.33,5778.66,457.58,4169.8804,44856.242,68.8,350914.28,834.0683
21880.5,290.45,17279.42,82754.7,8749.61,1007.94006,3675.71,231.53,2139.72,24262.922,68.9,180239.05,853.1605
31783.71,469.43002,40909.492,194326.75,23578.262,4901.54,8973.5,1004.21,4497.24,54097.562,69.0,426720.8,1391.1534
50090.25,978.11005,32913.48,150972.78,17984.352,3571.75,6978.78,404.15,6262.08,47844.723,69.0,343315.62,709.7031
36407.76,599.74,77347.625,262143.0,43580.062,5939.31,14358.97,1308.35,5778.9604,99231.01,69.1,806801.56,2296.8445
64972.47,970.26,17681.34,83178.6,10902.08,2154.04,5743.04,560.33,4373.16,26925.361,69.1,184431.42,293.3428
40646.4,522.81,51056.402,241478.56,26317.91,4372.45,5625.22,434.29,4862.8804,66514.805,69.2,532561.75,1357.613
93467.58,1245.01,132024.44,262143.0,71946.82,10643.03,22707.75,2041.3,13617.12,170533.45,69.3,1377127.2,1526.7805
37943.31,544.79004,54391.082,256883.4,29162.75,3975.2402,10211.98,902.83,4854.96,69927.0,69.3,567345.25,1549.4583
35624.76,521.24,34908.95,162042.84,17211.91,3275.02,5025.16,363.05,3300.0002,44878.684,69.5,364130.06,1058.8696
30542.22,414.48,42357.03,196243.72,21899.932,3486.9702,6532.16,520.6,4670.16,56010.242,69.6,441819.88,1499.0044
29397.3,252.77,16079.94,75166.89,8028.9805,774.01,1916.63,28.77,2014.3201,21237.48,69.8,167727.47,590.6224
41884.41,507.11002,17423.861,80266.25,8911.32,1866.7301,3875.73,358.94,4371.8403,27433.56,69.9,181745.7,448.94522
48010.95,513.39,27741.9,130374.375,13593.061,1733.28,3556.52,386.34,3890.04,38792.16,70.0,289371.62,623.97626
28221.06,270.04,17805.371,82544.32,9181.36,1386.31,2453.67,276.74,2224.2002,23338.922,70.2,185725.17,681.4099
31982.94,292.02002,12291.53,54251.35,6113.58,761.45,1820.73,124.67,2364.12,18101.16,70.4,128211.12,414.67624
35820.51,392.5,46872.35,224437.78,24383.67,3394.34,6292.41,550.74,3527.04,62261.76,70.4,488918.5,1414.3132
50069.37,720.63,42132.52,193095.88,20072.451,3810.3901,4944.33,442.51,4098.6,54539.76,70.5,439478.03,909.1499
47087.88,562.06,28239.592,131192.34,14211.641,2463.33,5118.32,428.81,5018.64,41125.92,70.5,294562.97,647.65967
25059.48,390.93002,24645.861,118649.62,12594.54,1879.29,4011.36,343.87,2840.6401,33051.48,70.8,257077.31,1062.75
19118.25,317.14,21166.74,100087.5,11545.78,1965.64,4299.06,268.52,2563.4402,29047.922,70.9,220787.11,1196.4943
53909.55,733.19,29847.271,138828.83,14580.591,2728.6602,4012.73,271.26,4151.4004,41228.883,70.9,311332.44,597.8341
30026.31,411.34003,40926.76,193419.3,22523.22,2975.1501,7689.81,749.39,6699.0005,57569.164,71.0,426900.94,1473.2563
33432.36,303.01,27639.852,130493.695,13952.591,1901.27,1974.17,161.66,1665.8401,33840.84,71.0,288307.2,893.2034
18051.63,191.54001,2119.5,9664.92,1580.9901,86.350006,913.79,108.23,1346.4,4469.52,71.0,22108.19,125.99441
26012.13,389.36002,21644.021,101845.91,11454.721,1430.27,3207.17,369.9,2952.84,28641.361,71.5,225765.56,898.9733
11902.47,146.01001,3150.99,14729.74,1970.3501,618.58,1239.85,60.28,996.60004,6309.6,71.8,32867.508,285.33707
27438.93,453.73,43087.082,201933.4,21216.98,3056.79,4803.22,380.86002,3478.2002,54983.28,71.8,449434.94,1697.4296
37762.35,422.33002,541.65,1678.3301,876.06006,529.09,1826.21,360.31,1817.64,3630.0002,72.1,5649.8706,14.514128
24545.31,298.30002,16390.8,75787.04,8570.63,1237.16,2264.61,180.84,1792.56,21344.4,72.1,170970.0,721.2695
31908.121,359.53,12428.12,57460.434,6944.1104,664.11005,1696.06,178.1,1923.2401,18054.96,72.5,129635.87,420.28098
48830.492,794.42004,51921.473,248312.78,27773.3,4333.2,9028.3,887.76,6720.12,68126.52,72.7,541585.1,1149.068
22248.51,270.04,16970.13,79352.516,8752.75,1131.9701,1817.99,220.57,1168.2001,22186.56,72.7,177012.9,823.9961
45224.34,555.78,40309.75,188307.38,19796.13,3075.6301,3189.36,279.48,3768.6,50033.28,72.8,420465.0,963.0632
21397.65,197.82,6752.5703,30679.371,3468.1301,398.78,1005.58,127.41,1012.44006,9709.92,72.8,70435.055,340.32703
55934.91,549.5,10944.471,51152.17,6358.5,948.28,2534.5,321.95,3034.6802,18160.56,73.1,114160.14,210.63107
22961.041,233.93001,17375.191,80258.41,8578.48,1315.66,2302.97,290.44,1664.52,22787.16,73.2,181238.03,817.47546
53766.87,750.46,42422.973,197590.78,20926.531,3433.59,5932.1,567.18,5243.04,54663.844,73.3,442507.72,852.40265
33822.99,376.80002,10139.061,46727.91,5557.8003,610.73004,2502.99,328.8,1646.04,15202.44,74.0,105759.03,323.23013
23152.44,320.28,26386.99,124954.734,13426.641,2356.57,4007.25,306.88,2138.4001,34281.723,74.0,275238.75,1231.7094
24324.33,235.50002,4323.7803,18485.18,2292.2002,356.39,1605.64,109.6,1570.8,8132.5205,74.1,45100.707,191.26062
36341.64,416.05002,29351.15,139938.81,17276.281,2218.4102,7824.07,527.45,7006.56,44905.082,74.2,306157.47,872.5509
33194.85,334.41,11126.591,51850.82,6278.43,1526.04,1926.22,156.18001,2176.6802,15256.561,74.4,116059.81,361.54257
26175.69,354.82,22650.39,105822.71,11569.33,1971.92,1289.17,168.51,1198.56,27318.72,74.5,236262.84,934.9339
43666.17,775.58,12255.42,54722.35,6787.1104,1229.31,3344.17,234.27,2486.8801,18509.041,74.8,127834.46,302.5643
34603.38,785.0,41722.75,196314.38,20312.66,2805.59,3383.9,261.67,2003.7601,50677.44,74.9,435203.78,1303.1334
33168.75,419.19,19420.9,88279.53,9663.351,1631.2301,2322.15,147.96,2414.28,25395.48,75.5,202576.52,632.2976
39544.98,461.58002,1909.1201,8529.811,1758.4,646.84,2583.82,295.92,1948.3201,5365.8003,75.6,19913.748,51.216713
24215.58,364.24002,13346.57,61627.21,6661.5103,849.37006,923.38,142.48,854.04004,16525.08,75.8,139216.1,595.132
40789.082,728.48004,36243.453,170604.06,17904.281,2194.86,4400.44,343.87,4418.04,49995.004,75.9,378050.06,960.06616
42402.06,475.71002,41630.12,198008.4,21096.09,3165.12,5929.36,619.24,4032.6,53589.363,76.0,434237.6,1060.9116
26419.291,383.08002,25030.512,117137.7,14093.891,2804.02,4916.93,484.98,3511.2002,35502.723,76.2,261089.53,1023.746
9802.29,210.38,10223.841,48944.75,7298.93,1238.73,3111.27,297.29,752.4,13680.48,76.3,106643.36,1127.1171
35649.99,445.88,26277.092,121797.46,12629.08,2031.5801,2078.29,195.91,1199.88,31715.64,76.3,274092.44,796.2335
30418.68,403.49002,29845.701,139351.64,15758.091,2273.36,5373.14,483.61002,3215.52,39392.76,76.9,311316.06,1060.2289
25093.41,274.75,20970.49,97324.305,9985.2,1601.4,2818.09,287.7,2187.24,26975.521,77.3,218740.06,902.89197
35312.43,500.83002,24429.201,112251.87,13415.65,1989.1901,4527.85,358.94,2750.8801,29707.922,77.3,254817.36,747.2544
41909.64,386.22,2791.4602,12706.011,2405.24,695.51,2950.98,291.81,2158.2002,6643.56,77.4,29117.305,71.04189
48834.84,877.63,39571.85,181201.56,19188.541,3698.9202,6188.29,620.61,4924.9204,54539.76,77.5,412768.1,875.4441
21157.53,224.51001,957.7,4413.27,894.9,248.06001,1193.27,131.52,976.80005,2713.9202,77.6,9989.626,47.958958
42358.56,486.7,58670.902,262143.0,29789.182,3615.7102,8019.98,698.7,4177.8003,73975.445,77.6,611987.44,1497.129
48539.91,579.33,40727.37,190748.72,20637.65,3359.8,6756.84,842.55,5006.7603,53098.32,77.6,424821.12,906.5176
40776.03,361.1,23931.512,113046.28,12421.841,1507.2001,3492.1301,219.2,1990.56,30251.762,77.8,249626.03,633.794
68101.86,984.39,34191.46,161264.12,18645.32,2468.04,6119.79,465.8,3945.4802,43567.92,78.0,356646.03,542.0331
35712.63,453.73,20629.8,96330.49,10393.4,1781.9501,2431.75,219.2,2629.4402,26949.121,78.0,215186.38,623.7997
47610.75,651.55005,31878.852,149192.39,15725.12,1716.01,3304.44,310.99,2555.52,41061.242,78.0,332523.56,723.2113
33393.21,533.8,12059.17,57683.37,5865.52,1372.18,2513.95,246.6,2531.76,16833.96,78.2,125787.41,389.59515
59039.94,824.25,10095.101,45503.312,6758.85,1683.04,4834.73,500.05,3816.12,17656.32,78.2,105300.49,183.94064
50360.82,660.97003,20347.201,93777.67,10351.011,1778.81,4671.7,398.67,4291.3203,32270.041,78.4,212238.62,435.99805
18668.46,169.56001,17156.96,80895.82,9289.69,1364.3301,1015.17,130.15,1215.7201,22564.08,78.5,178961.7,993.0299
36545.22,422.33002,19849.51,93279.984,10442.07,1645.3601,2877.0,241.12,2583.24,27155.041,78.5,207047.28,586.47156
39983.46,378.37003,15203.881,69362.6,7828.02,1232.4501,2877.0,293.18,3458.4001,23202.96,78.5,158589.42,410.2839
38533.17,365.81,12154.94,55694.184,7207.87,1128.8301,2504.36,191.8,2620.2002,17607.48,78.5,126786.375,340.18167
36150.24,485.13,55041.062,260613.73,31866.291,5951.87,10854.51,808.3,5705.04,74673.73,78.9,574125.1,1645.8091
23575.26,312.43002,20576.42,96066.734,9790.5205,1783.52,2459.15,293.18,2040.7201,27527.281,79.0,214629.56,943.0195
28111.44,438.03003,36064.473,172227.44,21388.111,3680.08,8944.73,769.94,3610.2002,47696.883,79.1,376183.12,1386.5994
51079.44,737.9,59287.91,262143.0,32239.951,5099.3604,10198.28,954.89,6441.6,80805.125,79.2,618423.4,1254.416
24581.85,299.87,2687.84,12704.44,1959.3601,547.93,1434.39,168.51,1849.3201,5736.72,79.2,28036.459,117.26507
22554.75,254.34001,6294.1304,28666.63,3526.2202,918.45,1568.65,204.13,1186.68,9179.28,79.4,65653.13,300.83203
22855.77,428.61002,37188.59,173202.4,19362.81,3607.86,6829.45,542.52,3681.4802,49886.76,80.0,387908.62,1758.8737
27848.7,389.36002,37496.312,176504.11,20034.771,3323.6902,6206.1,598.69,3660.36,48569.402,80.1,391118.44,1455.3014
36522.6,304.58002,27413.771,127337.99,14012.25,2100.6602,2672.87,242.49,2636.04,35861.76,80.1,285948.97,810.84796
