Time,FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,normalized_FITC_A,FITC_fluorescence
55.0,5694.15,99.2,-31.0,198.4,172.04999,103.85,42.16,53.04,153.51,230.90999,-854.79663,-16.56617
55.0,57708.84,992.0,86764.34,262143.0,124833.9,19871.0,11421.28,1101.6,11966.04,262143.0,2392447.5,4297.807
55.0,16546.53,218.54999,60.449997,775.0,689.75,204.59999,830.96,131.92,1132.62,1977.57,1666.8534,9.44572
55.1,36740.97,688.19995,891.25,11076.3,1835.2,375.09998,2584.0,258.4,1927.2599,6537.7197,24575.404,68.35822
55.3,29376.42,602.94995,254.2,2974.45,1698.7999,607.6,3208.24,157.76,2786.4,5833.38,7009.3325,23.74148
55.4,41733.03,861.8,35853.05,262143.0,47113.797,6976.55,2695.52,316.88,2576.13,112699.555,988615.06,2455.378
55.4,32792.91,409.19998,131.75,1701.8999,974.94995,106.95,1916.24,251.6,1815.0299,4044.15,3632.8857,10.487345
55.4,31475.73,829.25,29163.25,262143.0,41143.2,7154.8,4145.2803,428.4,4404.06,99070.71,804149.94,2648.1655
55.6,27601.621,413.84998,102.299995,1069.5,632.39996,192.2,2063.12,213.52,1458.99,3019.89,2820.8289,9.597174
55.6,9413.4,105.399994,71.299995,847.85,489.8,60.449997,48.96,34.0,447.62997,1269.36,1966.0321,20.656683
55.8,18311.76,240.25,3135.65,40239.547,6968.8,1435.2999,1500.08,266.56,1224.21,14026.17,86462.68,488.60574
55.8,45294.81,1529.85,203.04999,4290.4,3183.7,1174.9,680.0,24.48,2748.99,9402.81,5598.9175,11.817506
56.1,28097.52,432.44998,30882.2,262143.0,43767.348,5725.6997,1902.64,288.32,4269.9,99291.3,851548.4,3141.6008
56.3,33801.24,599.85,53138.65,262143.0,76763.75,10363.3,6572.88,318.24,4268.61,163268.84,1465249.6,4493.9707
56.8,36928.02,596.75,80.6,1153.2,1106.7,364.25,1952.96,165.92,2216.22,3725.5198,2222.4712,5.240624
56.9,78924.664,3265.8499,214623.84,262143.0,262143.0,50781.098,25550.32,2598.96,30164.068,262143.0,5918056.0,7774.247
57.0,53905.2,1770.1,22820.648,262143.0,49609.297,9169.8,19945.76,1837.36,19647.99,101824.86,629258.5,1209.4485
57.0,64617.51,1188.85,42335.15,262143.0,60473.25,9503.05,7103.2803,701.76,11004.989,140514.53,1167353.0,1872.2677
57.0,23048.91,345.65,2005.7,28535.5,7463.25,1528.2999,4361.52,393.04,6844.7397,19553.82,55305.34,247.80812
57.1,14798.7,266.6,-62.0,69.75,-198.4,-83.7,104.72,70.72,45.149998,145.76999,-1709.5933,-12.978905
57.1,27447.63,381.3,1117.5499,19759.398,8188.65,2679.95,432.48,239.36,3677.7898,20055.629,30815.416,115.415565
57.4,8220.63,193.75,117.799995,1901.85,406.09998,105.399994,13.6,13.6,241.23,897.83997,3248.227,39.97219
57.4,15679.14,485.15,1085.0,15577.5,4780.1997,1408.95,840.48,112.880005,3248.22,13481.79,29917.883,196.85931
57.4,40273.17,1731.35,73580.05,262143.0,111817.0,17856.0,12293.04,1169.6,12529.77,239367.23,2028902.5,5222.8804
57.5,19030.38,244.9,26.349998,542.5,468.09998,128.65,1052.64,50.32,877.19995,2002.08,726.5771,2.9589689
57.5,121313.67,3193.0,182500.1,262143.0,262143.0,40977.348,25047.121,2732.24,32749.229,262143.0,5032273.0,4300.3257
57.6,74750.4,1226.0499,218.54999,5469.9497,3560.3499,1196.6,5453.6,670.48,7328.4897,13793.97,6026.316,7.3596144
57.6,21121.86,354.94998,11127.449,144415.05,20904.85,4832.9,5148.96,369.92,5847.57,47094.027,306829.22,1505.3033
57.7,16664.85,207.7,29.449999,427.8,327.05,71.299995,926.16003,-44.88,696.6,1506.72,812.05676,4.052809
57.8,29211.121,652.55,31483.6,262143.0,50897.348,9362.0,8615.6,791.52,8053.4697,110222.76,868131.44,3080.6628
57.8,19427.1,528.55,2777.5999,36146.0,8537.399,2593.15,4624.0,410.72,2507.76,16572.629,76589.77,407.7998
57.8,11722.38,41.85,37.199997,568.85,551.8,333.25,209.44,-5.44,468.27,1590.57,1025.7559,8.073525
57.9,39980.85,725.39996,28202.25,262143.0,42953.598,7962.3496,5237.36,573.92,6909.2397,99501.57,777651.25,2015.8829
58.0,55508.61,1016.8,36770.65,262143.0,60663.9,9217.85,12661.601,1194.08,17786.52,133311.17,1013917.0,1893.0435
58.1,14284.53,218.54999,168.95,3630.0999,1281.85,595.19995,233.92,40.8,1264.2,5166.4497,4658.6416,32.81748
58.1,34088.34,620.0,1480.25,20283.299,4611.25,1232.25,586.16003,102.0,2244.5999,12776.159,40816.54,123.159004
58.1,62994.09,1334.5499,56185.95,262143.0,88303.5,12632.5,10869.12,927.52,12150.51,198089.81,1549276.1,2549.2156
58.2,32866.86,465.0,85.25,1165.6,1055.5499,375.09998,1874.0801,165.92,1461.57,3045.69,2350.6907,6.4162636
58.3,56621.34,2560.5999,2529.5999,34236.4,10319.899,3033.3499,636.48,227.12,5101.9497,30680.068,69751.4,126.73815
58.4,24345.21,370.44998,187.54999,2498.5999,816.85,99.2,1516.4,146.88,808.82996,3188.88,5171.5195,21.026855
58.5,60329.28,1201.25,50694.297,262143.0,78896.55,11302.6,8878.08,825.52,10223.25,171880.89,1397848.9,2401.5916
58.6,10846.29,80.6,77.5,1495.75,816.85,40.3,77.520004,-73.44,457.94998,2284.5898,2136.9917,19.430054
58.6,18618.87,313.09998,320.84998,4507.4,716.1,119.35,76.16,-61.2,347.00998,2925.72,8847.145,48.271717
58.8,18606.69,209.25,-1.55,708.35,545.6,217.0,1044.48,34.0,723.69,1471.89,-42.73983,-1.2381835
58.8,51166.44,1167.15,32173.35,262143.0,51579.348,8371.55,9019.5205,767.04,7518.1196,114998.336,887150.7,1796.8773
58.9,24867.21,553.35,2008.7999,28106.148,7745.3496,2408.7,4028.32,412.08002,2389.0798,16261.739,55390.82,229.97162
58.9,10502.64,296.05,125.549995,1232.25,500.65,261.94998,210.8,-10.88,86.43,930.08997,3461.9263,33.17962
59.0,24128.58,432.44998,75.95,967.19995,1066.4,280.55,1553.12,165.92,1118.4299,2590.3198,2094.2517,8.0000515
59.0,47351.492,869.55,81153.34,262143.0,111520.945,17208.1,8389.84,807.84,8147.6396,253052.84,2237729.2,4899.2896
59.0,15432.93,263.5,1112.9,14986.949,3938.5498,1100.5,3107.6,417.52002,4069.95,11795.76,30687.2,205.18486
59.1,23978.07,297.59998,18993.7,243650.69,34093.8,6235.65,5645.36,563.04,7978.65,73093.98,523733.88,2263.8755
59.1,32644.14,644.8,16084.35,204272.94,27123.45,3862.5999,2959.36,352.24,4846.53,60381.027,443511.22,1407.7932
59.2,32376.18,719.19995,32354.7,262143.0,47268.797,6386.0,8748.88,671.84,9030.0,109192.05,892151.25,2856.3325
59.4,12498.42,124.0,85.25,1382.6,370.44998,69.75,-63.920002,-34.0,383.12997,961.05,2350.6907,18.502409
59.4,15125.82,192.2,13.95,626.19995,553.35,13.95,689.52,99.28,675.95996,1305.48,384.65848,1.6369643
59.9,15308.5205,217.0,75.95,435.55,289.85,-6.2,728.96,50.32,633.38995,1226.7899,2094.2517,13.185464
