FITC-A_raw,FSC-A,Normalised_FITC_A,FITC_fluorescence
60.449997,5723.73,1666.8534,29.197165
128894.9,50644.44,3554159.0,7276.0093
41.85,27813.03,1153.9755,3.3022552
73098.0,32111.7,2015610.5,6507.6543
145.7,18012.48,4017.5442,22.127836
46.5,4174.2603,1282.195,30.850952
41222.25,25992.121,1136665.9,4533.6
45174.75,28207.14,1245652.4,4578.1587
151343.55,19324.44,4173159.8,22391.676
46.5,19660.26,1282.195,5.762584
143545.5,55211.94,3958135.8,7432.709
94483.34,45832.47,2605291.8,5893.2827
1103.6,21679.53,30430.76,144.54953
262143.0,92571.484,7228353.5,8095.737
160015.8,60585.93,4412289.0,7550.6187
262143.0,79199.58,7228353.5,9462.775
67617.195,43949.79,1864482.2,4397.953
112610.59,33366.24,3105134.0,9648.859
144421.25,77735.37,3982283.8,5311.041
109901.195,53921.73,3030425.0,5826.5713
262143.0,34652.97,7228353.5,21628.518
672.69995,28735.23,18549.086,65.93538
111727.09,56084.55,3080772.5,5694.9253
117837.195,56296.832,3249252.8,5983.7695
262143.0,77196.84,7228353.5,9708.296
967.19995,16161.99,26669.654,170.10805
183777.3,59300.94,5067491.0,8859.93
142810.8,51665.82,3937877.0,7902.268
1669.35,59094.75,46030.797,79.769516
2256.8,34440.69,62229.195,186.35712
97781.75,50422.59,2696242.2,5543.746
308.44998,20600.73,8505.227,41.81058
49646.5,46210.05,1368956.9,3070.8584
35208.25,42799.65,970835.3,2351.0862
170.5,23361.24,4701.3813,19.867838
235.59999,23680.53,6496.454,27.446764
59755.598,24301.71,1647706.0,7029.573
272.8,21302.82,7522.21,35.61476
39201.047,77252.52,1080933.0,1449.8883
74572.05,46830.36,2056256.0,4551.9995
262143.0,89710.05,7228353.5,8353.994
40300.0,59118.242,1111235.6,1948.0928
91.45,23128.95,2521.65,10.305161
130333.3,74650.35,3593821.5,4990.976
111514.75,58147.32,3074917.2,5482.4214
169503.34,19073.88,4673899.5,25408.035
133808.39,85963.83,3689644.0,4449.58
168.95,15308.5205,4658.6416,30.55542
132593.2,44292.57,3656136.2,8558.322
