FITC-A_raw,FSC-A,Normalised_FITC_A,FITC_fluorescence
2844.25,8717.4,78427.59,931.8886
24714.75,35618.67,681486.6,1982.9352
31182.898,49569.992,859839.9,1797.6498
13213.75,41924.43,364357.06,900.1724
21558.95,26805.57,594468.3,2298.596
11356.85,28868.34,313154.75,1123.8253
16017.699,27716.46,441673.4,1651.3854
19618.35,37917.21,540958.06,1478.3641
96444.09,123584.37,2659357.8,2230.3162
19894.25,21474.21,548565.75,2647.8623
68274.4,59603.7,1882604.1,3274.1687
4160.1997,22050.15,114713.7,538.45056
14005.8,48606.9,386197.12,822.8706
2221.15,23737.08,61246.176,266.54666
26698.75,30991.14,736193.6,2462.2153
21273.75,32123.01,586604.2,1892.5502
58208.7,129480.36,1605051.6,1284.3843
75.95,15284.16,2094.2517,13.208073
11781.55,23144.61,324865.47,1454.4644
593.64996,13516.32,16369.3545,124.58014
9264.35,28262.82,255455.97,936.2349
23090.35,36446.04,636695.25,1810.4617
35039.3,53672.04,966176.7,1865.6217
31991.998,19478.43,882150.06,4695.09
24392.35,28242.81,672596.75,2468.4187
19917.5,29905.38,549206.8,1903.2961
12562.75,21118.38,346406.34,1699.8777
27789.95,33722.07,766282.44,2355.256
7827.5,24624.48,215836.16,907.8768
37057.4,57596.61,1021823.9,1838.6154
98814.05,54171.42,2724707.0,5214.518
15033.449,45505.35,414533.62,943.594
13626.05,29729.64,375725.84,1309.4767
15408.55,22574.76,424876.66,1950.5856
25069.7,17917.65,691274.0,3999.5254
22400.6,39118.68,617676.06,1636.2858
16426.9,24157.291,452956.75,1943.2692
14314.25,18253.47,394702.34,2241.1885
23282.549,48486.84,641995.0,1371.953
24680.648,33371.46,680546.3,2113.6104
17629.7,30242.94,486122.84,1665.7479
11993.899,16828.41,330720.8,2036.8224
184879.34,190484.77,5097879.0,2774.0903
33991.5,57593.13,937284.5,1686.5189
12.4,13220.5205,341.91864,1.6817737
6556.5,14231.46,180789.48,1316.2603
6.2,6725.97,170.95932,1.6356378
165571.0,118480.08,4565469.0,3994.6545
22299.85,55562.55,614897.94,1146.5424
9518.55,19841.22,262465.3,1370.6757
21276.85,31155.57,586689.7,1951.633
74330.25,27237.96,2049588.6,7801.6113
990.44995,24574.89,27310.752,114.23647
14117.399,22565.19,389274.38,1787.8121
9960.3,22711.35,274646.16,1252.945
7455.5,13825.17,205578.6,1540.8967
10212.949,20371.92,281612.72,1432.4026
13164.149,26316.63,362989.38,1429.2485
14328.199,21038.34,395087.0,1946.2833
26777.799,36700.082,738373.3,2085.2043
17704.1,16652.67,488174.34,3038.7576
158830.05,171422.19,4379593.5,2648.1995
19416.85,24057.24,535401.9,2306.7139
1418.25,17261.67,39106.945,233.91943
68302.3,128587.74,1883373.4,1517.7445
22082.85,35721.332,608914.4,1766.5695
20957.549,32448.39,577885.25,1845.7
31503.75,73818.63,868687.06,1219.24
21693.799,33112.2,598186.7,1872.2537
4744.55,11872.0205,130826.62,1141.6661
368.9,64383.48,10172.08,15.382614
65543.3,103990.234,1807296.5,1801.1241
52.699997,17440.02,1453.1542,7.6399775
13348.6,20979.18,368075.44,1818.266
22490.5,51773.7,620154.94,1241.0494
11285.55,18537.09,311188.72,1739.725
22304.5,33793.41,615026.2,1886.1632
10995.699,21241.05,303196.34,1479.1163
37.199997,66761.19,1025.7559,0.5931909
24217.2,27362.371,667767.1,2529.5747
25034.049,27605.97,690291.0,2591.8481
25286.7,36645.27,697257.6,1971.9824
33842.7,35746.56,933181.5,2705.947
21222.6,28142.76,585193.75,2155.1594
18162.9,25858.14,500825.38,2007.3384
58552.797,58817.22,1614539.8,2845.3752
33596.25,33397.56,926385.9,2875.2397
10885.649,33960.45,300161.8,915.4946
17569.25,21050.52,484456.0,2385.379
21999.148,63496.95,606606.4,989.60834
15944.85,22162.38,439664.66,2056.0886
41013.0,68581.23,1130896.0,1708.8788
16507.5,28599.51,455179.22,1649.3335
75082.0,87266.22,2070317.5,2459.0203
20064.75,26744.67,553267.1,2144.09
23804.898,27054.39,656398.3,2514.8083
18277.6,42361.17,503988.1,1232.6733
12905.3,62617.38,355851.84,588.2807
43156.65,48787.86,1190005.1,2528.2102
11046.85,21286.291,304606.78,1482.8412
10836.05,15557.34,298794.16,1990.5199
26458.5,23151.57,729568.94,3266.6367
42989.25,31419.18,1185389.2,3911.137
10119.949,19984.77,279048.34,1446.8655
81760.945,72769.414,2254483.2,3211.5212
18488.4,26401.89,509800.72,2001.2268
3729.2998,22123.23,102832.03,480.97858
8506.399,19879.5,234556.19,1222.4587
