FITC_fluorescence
179.27504
83.91304
65.129
208.27635
78.65665
15.330095
23.258158
124.69871
169.46545
61.532246
416.975
231.57207
714.99207
61.988056
124.733574
495.58212
72.4477
394.43094
620.0855
4.5581336
77.482956
16.7573
56.587223
36.93106
152.2567
56.187622
137.95615
35.729095
99.33965
997.3834
17.003677
78.62155
105.1256
49.913895
8.814089
280.26917
162.25392
15.695585
350.21545
136.60944
54.573742
69.31983
167.20198
154.17902
88.67328
25.129137
83.69857
64.88471
64.83276
101.77076
80.706406
242.07582
297.78934
76.22114
10.6855755
50.379177
172.06389
630.52704
94.3376
70.37537
179.86055
51.221085
116.847015
110.459236
22.40767
53.84303
47.830418
110.25427
141.39015
23.981379
233.84819
155.08636
169.67136
152.3789
41.961136
107.12967
222.45125
74.26792
41.114223
2.9128406
46.15289
132.06395
182.63512
52.023197
0.83119905
19.753752
160.37987
520.10944
34.952854
172.65
105.14979
-10.503786
257.7661
47.347317
7.817155
147.00786
54.793053
74.51876
-18.442078
144.22205
21.18412
133.76807
71.79198
259.64548
573.6171
113.66183
80.27102
48.662624
875.68665
50.18465
72.76768
109.568306
55.49827
68.57853
77.59473
-8.236771
72.43702
78.978905
6.853926
3476.733
48.264744
48.428425
2327.8777
94.60687
32.854523
210.91576
128.20447
38.268032
45.84596
68.26896
68.294586
121.11577
197.48466
66.24059
3.7839427
47.964478
39.152523
56.080544
526.37604
21.555307
204.32939
16.424149
111.33732
184.75041
49.550194
46.158096
120.64137
111.233025
3254.13
67.207886
77.56039
140.05782
148.40448
10.838109
88.68256
98.21091
165.37721
408.57254
70.74689
218.14578
16.646025
23.572737
15.855318
75.57299
87.02062
36.76429
40.72552
133.85387
74.56356
26.001644
67.25543
39.029686
208.76346
50.99771
19.802145
691.12354
263.05338
154.39693
48.73499
101.87291
95.28361
93.598625
45.27309
154.2466
129.07927
259.17966
72.332596
249.37619
21.539099
19.255445
53.093052
300.64267
52.9746
166.6645
71.226944
13.716914
37.326447
123.17866
104.854675
37.853245
55.605774
89.42152
73.16126
-13.389594
125.15163
-1.0
66.78363
136.33401
88.893394
85.42716
160.96727
27.923038
259.31985
37.7363
65.389694
45.944122
26.027336
278.72733
99.77996
57.51606
24.875044
28.747248
41.256447
35.940567
243.46413
132.9442
268.50525
20.27578
44.729656
18.650822
113.720505
91.575005
146.3042
76.29246
-9.109666
85.453125
36.94035
17.535093
148.17665
31.118721
18.07536
124.034195
129.06688
117.59897
49.267174
-3.0474393
196.33557
107.189026
260.37283
23.400911
439.4372
-2.595374
128.04874
130.61383
110.28258
831.4715
37.046005
71.87238
5704.2793
-0.22283942
160.65617
68.53952
71.16433
45.89687
84.59054
79.85341
22.708193
192.38916
42.453136
113.57588
486.14584
58.504166
140.04207
37.959557
67.36203
47.113617
