,CENPK_ETH_vs_CENPK_EXP,HUMgE_72h_vs_CENPK_ETH,HUMgE_72h_vs_CENPK_EXP,HUMgE_72h_vs_HUMgE_ETH,HUMgE_96h_vs_CENPK_ETH,HUMgE_96h_vs_CENPK_EXP,HUMgE_96h_vs_HUMgE_72h,HUMgE_ETH_vs_CENPK_ETH,HUMgE_ETH_vs_CENPK_EXP,HUMgE_ETH_vs_HUMgE_EXP,HUMgE_EXP_vs_CENPK_EXP,HUMgE_EXP_vs_HUMg_EXP,HUMgEhE_72h_vs_CENPK_ETH,HUMgEhE_72h_vs_CENPK_EXP,HUMgEhE_72h_vs_HUMgEhE_ETH,HUMgEhE_96h_vs_CENPK_ETH,HUMgEhE_96h_vs_CENPK_EXP,HUMgEhE_96h_vs_HUMgEhE_72h,HUMgEhE_ETH_vs_CENPK_ETH,HUMgEhE_ETH_vs_CENPK_EXP,HUMgEhE_ETH_vs_HUMgEhE_EXP,HUMgEhE_EXP_vs_CENPK_EXP,HUMgEhE_EXP_vs_HUMgE_EXP,HUMgEh_EXP_vs_CENPK_EXP,HUMgEh_EXP_vs_HUMg_EXP,HUMg_EXP_vs_CENPK_EXP,LIMg_72h_vs_CENPK_ETH,LIMg_72h_vs_CENPK_EXP,LIMg_72h_vs_NER_72h,LIMg_96h_vs_CENPK_ETH,LIMg_96h_vs_CENPK_EXP,LIMg_96h_vs_LIMg_72h,LIMg_96h_vs_NER_96h,NER_72h_vs_CENPK_ETH,NER_72h_vs_CENPK_EXP,NER_96h_vs_CENPK_ETH,NER_96h_vs_CENPK_EXP,NER_96h_vs_NER_72h,NERgE_72h_vs_CENPK_ETH,NERgE_72h_vs_CENPK_EXP,NERgE_72h_vs_NERg_72h,NERgE_96h_vs_CENPK_ETH,NERgE_96h_vs_CENPK_EXP,NERgE_96h_vs_NERgE_72h,NERgE_96h_vs_NERg_96h,NERg_72h_vs_CENPK_ETH,NERg_72h_vs_CENPK_EXP,NERg_72h_vs_NER_72h,NERg_96h_vs_CENPK_ETH,NERg_96h_vs_CENPK_EXP,NERg_96h_vs_NER_96h,NERg_96h_vs_NERg_72h,VAL_72h_vs_CENPK_ETH,VAL_72h_vs_CENPK_EXP,VAL_72h_vs_NER_72h,VAL_96h_vs_CENPK_ETH,VAL_96h_vs_CENPK_EXP,VAL_96h_vs_NER_96h,VAL_96h_vs_VAL_72h,VALg_72h_vs_CENPK_ETH,VALg_72h_vs_CENPK_EXP,VALg_72h_vs_VAL_72h,VALg_96h_vs_CENPK_ETH,VALg_96h_vs_CENPK_EXP,VALg_96h_vs_VAL_96h,VALg_96h_vs_VALg_72h
YPL168W,-2.7158,6.6523,3.9365,-3.147,3.0306,0.3148,-3.6217,9.7993,7.0835,-1.0657,8.1492,4.4687,10.205,7.4892,-0.193,6.3509,3.6351,-3.8541,10.398,7.6822,0.645,7.0372,-1.112,0.4868,-3.1936,3.6805,3.0245,0.3087,-7.8678,9.9898,7.274,6.9653,0.0103,10.8923,8.1765,9.9795,7.2637,-0.9128,3.9299,1.2141,-2.8121,0,-2.7158,-3.9299,-3.74,6.742,4.0262,-4.1503,3.74,1.0242,-6.2394,-3.002,10.051,7.3352,-0.8413,3.1785,0.4627,-6.801,-6.8725,3.3614,0.6456,-6.6896,0,-2.7158,-3.1785,-3.3614
YPL191C,0.1987,0.4936,0.6923,-0.1871,-0.3235,-0.1247,-0.8171,0.6807,0.8794,-0.0973,0.9768,1.274,1.0728,1.2715,0.6382,-0.616,-0.4173,-1.6888,0.4345,0.6332,0.3271,0.3061,-0.6707,-0.2788,0.0184,-0.2972,0.6015,0.8002,-1.4329,0.8599,1.0587,0.2584,-0.9053,2.0344,2.2331,1.7653,1.964,-0.2691,0.6695,0.8682,-0.0827,1.3887,1.5874,0.7192,0.3322,0.7522,0.951,-1.2821,1.0565,1.2552,-0.7088,0.3043,2.3419,2.5406,0.3076,1.7936,1.9923,0.0283,-0.5484,0.4364,0.6351,-1.9056,0.6042,0.8029,-1.1894,0.1678
YPL199C,0.815,-1.9815,-1.1665,0.6305,-1.3505,-0.5356,0.631,-2.612,-1.797,0.1233,-1.9203,-1.3974,-3.9812,-3.1662,10.9522,-3.7615,-2.9465,0.2198,-14.9334,-14.1184,-11.0527,-3.0657,-1.1454,-0.2937,0.2291,-0.5229,-3.6897,-2.8747,0.3334,-2.7591,-1.9441,0.9306,0.0669,-4.0232,-3.2082,-2.826,-2.011,1.1971,-10.9747,-10.1597,-4.8527,-2.2682,-1.4532,8.7065,-0.8508,-6.122,-5.307,-2.0989,-1.4175,-0.6025,1.4086,4.7046,-3.8571,-3.0421,0.166,-2.9449,-2.13,-0.1189,0.9122,-0.7347,0.0803,3.1224,-1.2365,-0.4215,1.7085,-0.5018
YPL225W,2.8493,-1.079,1.7702,-0.1384,-1.2371,1.6121,-0.1581,-0.9407,1.9086,4.6329,-2.7243,-3.9635,-3.6132,-0.7639,0.2483,-1.9099,0.9394,1.7033,-3.8614,-1.0122,0.7707,-1.7829,0.9414,1.0826,-0.1566,1.2392,-2.4597,0.3895,2.4281,-2.2055,0.6438,0.2542,0.407,-4.8878,-2.0385,-2.6125,0.2368,2.2753,-2.9825,-0.1332,-0.9468,-1.6785,1.1708,1.3039,-0.0056,-2.0357,0.8136,2.8521,-1.6729,1.1764,0.9396,0.3628,-4.4628,-1.6135,0.425,-2.3622,0.4871,0.2503,2.1006,-1.7288,1.1205,2.7339,-1.6545,1.1948,0.7077,0.0743
YPL245W,-4.6598,3.7032,-0.9566,3.4747,0.6745,-3.9854,-3.0287,0.2285,-4.4313,4.1014,-8.5327,-9.3088,4.4301,-0.2297,0.2664,4.3836,-0.2762,-0.0465,4.1637,-0.4961,3.9592,-4.4553,4.0774,0.5719,-0.2042,0.7762,0.0132,-4.6466,-5.6576,4.2235,-0.4364,4.2102,-1.4039,5.6709,1.0111,5.6273,0.9675,-0.0436,-3.8413,-8.5011,-8.9779,0.6942,-3.9656,4.5355,-0.0919,5.1366,0.4768,-0.5343,0.7861,-3.8737,-4.8412,-4.3505,5.749,1.0892,0.0781,5.4449,0.7851,-0.1824,-0.3041,5.6663,1.0065,-0.0827,5.661,1.0012,0.2161,-0.0053
YPL260W,1.9857,-0.2072,1.7785,-0.0938,0.1153,2.101,0.3225,-0.1134,1.8723,3.4339,-1.5616,-2.1026,-2.2636,-0.278,-0.0999,-0.9259,1.0598,1.3378,-2.1638,-0.1781,1.9867,-2.1649,-0.6033,0.326,-0.215,0.541,-0.6386,1.3471,0.3781,-0.6058,1.3799,0.0328,-0.8503,-1.0167,0.969,0.2445,2.2302,1.2612,-0.5258,1.4598,-0.608,0.0649,2.0506,0.5907,0.1431,0.0821,2.0678,1.0988,-0.0782,1.9075,-0.3227,-0.1603,-1.0555,0.9302,-0.0388,0.2536,2.2393,0.0091,1.3091,-0.4752,1.5105,0.5802,-0.3218,1.6639,-0.5754,0.1535
YPP1,1.1492,-0.7022,0.447,-0.4243,-0.3391,0.8101,0.3631,-0.2779,0.8714,-1.0075,1.8789,0.1075,0.0649,1.2141,0.1689,-0.4239,0.7253,-0.4888,-0.1041,1.0452,-0.1946,1.2398,-0.6392,1.6055,-0.1658,1.7714,-0.474,0.6752,-1.1146,-0.1307,1.0185,0.3433,-0.1065,0.6405,1.7898,-0.0243,1.125,-0.6648,0.2895,1.4388,0.2123,0.0077,1.1569,-0.2818,-0.4536,0.0773,1.2265,-0.5633,0.4613,1.6106,0.4856,0.3841,0.7791,1.9283,0.1385,0.1522,1.3014,0.1764,-0.6269,0.8602,2.0094,0.0811,0.8113,1.9605,0.6591,-0.0489
YPQ1,0.0561,-0.9738,-0.9178,-0.4703,-0.5233,-0.4672,0.4505,-0.5035,-0.4475,-1.5956,1.1481,0.705,0.2738,0.3299,0.3682,-0.3338,-0.2778,-0.6077,-0.0944,-0.0383,-0.4572,0.4189,-0.7292,0.551,0.1078,0.4431,-1.0176,-0.9615,-0.4431,-1.43,-1.3739,-0.4123,-0.7606,-0.5746,-0.5185,-0.6693,-0.6132,-0.0948,-1.3526,-1.2965,0.0733,-2.0897,-2.0336,-0.7371,-0.4775,-1.4259,-1.3698,-0.8513,-1.6122,-1.5561,-0.9429,-0.1863,0.3508,0.4069,0.9254,-1.2408,-1.1847,-0.5715,-1.5917,-0.194,-0.1379,-0.5448,-1.1193,-1.0632,0.1216,-0.9253
YPR011C,0.0374,0.1139,0.1513,-0.2786,-0.283,-0.2457,-0.397,0.3926,0.4299,-0.8935,1.3234,0.8538,0.9935,1.0309,0.5391,0.2143,0.2517,-0.7792,0.4544,0.4917,-0.2052,0.6969,-0.6264,0.4316,-0.038,0.4696,-0.4011,-0.3638,-1.4798,-0.2531,-0.2157,0.1481,-0.7802,1.0787,1.1161,0.5271,0.5645,-0.5516,1.0628,1.1002,0.4751,0.7736,0.811,-0.2892,0.529,0.5878,0.6251,-0.491,0.2447,0.282,-0.2824,-0.3431,0.5243,0.5617,-0.5544,-0.2075,-0.1702,-0.7346,-0.7318,0.6461,0.6834,0.1217,0.4602,0.4976,0.6677,-0.1858
YPR022C,-2.1349,-0.0225,-2.1574,-3.7564,-0.1851,-2.32,-0.1626,3.7339,1.599,-0.5497,2.1488,0.9836,3.4848,1.35,-0.1275,-0.5375,-2.6723,-4.0223,3.6123,1.4774,0.4718,1.0056,-1.1432,1.0284,-0.1368,1.1652,-0.5377,-2.6725,-4.6773,2.5435,0.4087,3.0812,-0.8317,4.1397,2.0048,3.3752,1.2404,-0.7644,0.3477,-1.7871,1.419,-7.3537,-9.4886,-7.7015,-7.3719,-1.0713,-3.2061,-5.2109,0.0182,-2.1166,-3.357,1.0895,3.9812,1.8463,-0.1585,-7.3537,-9.4886,-10.7289,-11.3349,-3.4276,-5.5625,-7.4088,-7.3537,-9.4886,0,-3.9261
YPR089W,0.138,-0.2475,-0.1095,-0.393,0.4061,0.5441,0.6536,0.1455,0.2835,0.443,-0.1595,-1.1076,-0.4232,-0.2851,-0.373,-0.1446,-0.0066,0.2785,-0.0502,0.0878,0.1117,-0.0238,0.1357,0.9042,-0.0439,0.9481,-0.1296,0.0085,-0.4361,-0.0931,0.0449,0.0364,-0.3873,0.3065,0.4446,0.2942,0.4322,-0.0124,-0.2638,-0.1257,-0.5173,0.4885,0.6265,0.7522,-0.1097,0.2536,0.3916,-0.053,0.5982,0.7363,0.304,0.3446,0.8183,0.9563,0.5117,0.4126,0.5507,0.1184,-0.4057,0.7532,0.8912,-0.0651,0.8333,0.9713,0.4207,0.0801
YPR097W,0.9922,-0.2793,0.713,-0.4193,-0.3084,0.6838,-0.0292,0.14,1.1322,-0.8586,1.9909,0.9266,0.0354,1.0277,-0.0386,-0.4158,0.5764,-0.4513,0.074,1.0663,-0.1926,1.2589,-0.732,0.9753,-0.089,1.0643,-0.544,0.4482,-1.2555,-0.5563,0.4359,-0.0124,-0.7039,0.7115,1.7038,0.1475,1.1398,-0.564,0.0712,1.0634,0.206,-0.5646,0.4276,-0.6358,-0.1162,-0.1349,0.8574,-0.8464,-0.4484,0.5438,-0.5959,-0.3135,0.9421,1.9343,0.2305,0.0184,1.0106,-0.1291,-0.9237,0.2976,1.2899,-0.6444,0.3346,1.3269,0.3162,0.037
YPR098C,1.1213,0.6535,1.7747,-0.1483,-0.2802,0.8411,-0.9336,0.8018,1.923,-0.4523,2.3753,0.0986,1.3033,2.4245,0.1644,0.1769,1.2982,-1.1263,1.1388,2.2601,0.2681,1.992,-0.3833,2.6185,0.3417,2.2767,0.9825,2.1038,-1.5608,0.7761,1.8974,-0.2064,-0.8722,2.5433,3.6645,1.6484,2.7696,-0.8949,1.7583,2.8796,0.3851,1.2321,2.3533,-0.5262,-0.1176,1.3732,2.4944,-1.1701,1.3497,2.4709,-0.2987,-0.0235,1.7532,2.8745,-0.7901,0.1101,1.2313,-1.5383,-1.6432,1.2197,2.3409,-0.5335,1.0544,2.1757,0.9444,-0.1653
YPR1,-0.2219,0.2457,0.0238,0.5177,0.5807,0.3588,0.335,-0.2719,-0.4939,3.9915,-4.4853,-4.4671,-2.2872,-2.5091,1.2066,-1.0062,-1.2282,1.2809,-3.4937,-3.7157,1.7543,-5.47,-0.9846,-0.2253,-0.207,-0.0183,0.5686,0.3467,0.7239,0.6881,0.4662,0.1195,0.2231,-0.1553,-0.3772,0.465,0.2431,0.6203,-0.0723,-0.2943,-1.0146,1.3453,1.1233,1.4176,0.0758,0.9423,0.7204,1.0976,1.2694,1.0475,0.8044,0.3271,-1.3368,-1.5588,-1.1816,0.7102,0.4883,0.2452,2.0471,1.5738,1.3519,2.9106,1.6905,1.4686,0.9803,0.1167
YPR114W,0.5498,-3.4833,-2.9335,-3.4625,-0.3851,0.1647,3.0982,-0.0208,0.529,-9.3823,9.9113,2.2594,8.5446,9.0944,-0.6053,7.8508,8.4006,-0.6938,9.15,9.6997,-0.0396,9.7394,-0.1719,8.5852,0.9333,7.6519,-3.4833,-2.9335,-12.5079,3.8554,4.4052,7.3387,3.4687,9.0246,9.5744,0.3867,0.9365,-8.638,8.9587,9.5085,8.142,-3.4833,-2.9335,-12.442,-9.8897,0.8167,1.3665,-8.2079,6.4064,6.9562,6.0197,5.5897,4.5462,5.096,-4.4784,7.4022,7.952,7.0156,2.856,0.7657,1.3154,-3.7806,4.1027,4.6525,-3.2996,3.337
YPR127W,4.3844,0.4259,4.8103,0.532,-0.2018,4.1826,-0.6277,-0.1062,4.2782,6.071,-1.7928,-2.4742,-2.7431,1.6413,1.2179,-3.2749,1.1095,-0.5318,-3.961,0.4234,3.6018,-3.1784,-1.3856,0.7366,0.0551,0.6815,-1.195,3.1894,3.4797,-0.5168,3.8676,0.6781,0.846,-4.6747,-0.2903,-1.3628,3.0216,3.3119,-1.1192,3.2652,-0.5712,-0.216,4.1684,0.9033,0.0974,-0.5481,3.8363,4.1266,-0.3134,4.071,1.0494,0.2346,-4.9228,-0.5384,-0.2481,-1.8215,2.5629,-0.4586,3.1013,-2.2938,2.0906,2.629,-1.9325,2.4519,-0.111,0.3613
YPR148C,1.4484,-0.5619,0.8864,-0.3333,-0.5089,0.9394,0.053,-0.2286,1.2198,0.5088,0.711,-0.0955,-1.4533,-0.005,0.1544,-1.7197,-0.2713,-0.2663,-1.6077,-0.1594,0.1337,-0.2931,-1.004,0.9591,0.1526,0.8064,-1.8685,-0.4201,0.467,-1.6391,-0.1907,0.2294,0.0862,-2.3355,-0.8871,-1.7252,-0.2769,0.6102,-2.1497,-0.7014,-0.9119,-0.9737,0.4747,1.1761,-0.3421,-1.2378,0.2105,1.0976,-0.6316,0.8167,1.0936,0.6062,-1.5975,-0.1492,0.7379,-1.6545,-0.2062,0.0707,-0.057,-0.3846,1.0638,1.2129,-0.4666,0.9818,1.188,-0.082
YPR172W,-1.2854,1.4633,0.1779,0.5108,0.7861,-0.4992,-0.6771,0.9524,-0.3329,2.1329,-2.4659,-3.503,0.5213,-0.764,-0.7646,1.2318,-0.0535,0.7105,1.2859,0.0005,1.6795,-1.679,0.7869,0.8656,-0.1716,1.0372,1.1353,-0.1501,-0.0633,1.6067,0.3214,0.4715,0.8623,1.1985,-0.0868,0.7444,-0.5409,-0.4541,-3.4438,-4.7292,-4.0899,-2.9247,-4.2101,0.5191,-4.6108,0.6461,-0.6393,-0.5525,1.6861,0.4007,0.9417,1.04,1.2367,-0.0487,0.0381,1.5438,0.2585,0.7994,0.3072,2.2601,0.9748,1.0235,2.9759,1.6906,1.4321,0.7158
YPS1,4.6459,-1.4869,3.159,-0.1626,-1.7226,2.9233,-0.2357,-1.3243,3.3216,-1.3316,4.6532,1.3774,0.1191,4.7649,0.9626,-1.0017,3.6442,-1.1207,-0.8435,3.8023,-0.2516,4.054,-0.5993,3.1798,-0.0961,3.2759,-3.0791,1.5668,-3.8002,-2.4074,2.2384,0.6716,-2.0702,0.7211,5.367,-0.3372,4.3087,-1.0583,0.0093,4.6552,1.6618,-1.579,3.0669,-1.5883,0.6348,-1.6525,2.9934,-2.3736,-2.2138,2.432,-1.8766,-0.5613,0.0737,4.7196,-0.6474,-1.4187,3.2272,-1.0815,-1.4924,-1.1227,3.5231,-1.1964,-0.7055,3.9404,0.7132,0.4172
YPS3,11.8616,-0.7598,11.1018,3.2966,-0.7408,11.1208,0.019,-4.0564,7.8052,-3.6537,11.4588,-0.5002,0.9455,12.807,9.323,0.8783,12.7398,-0.0672,-8.3775,3.4841,-3.6126,7.0967,-4.3621,12.1251,0.1661,11.959,-4.0199,7.8417,-3.3078,0.2071,12.0687,4.227,-0.2652,-0.7121,11.1495,0.4724,12.334,1.1844,-11.8616,0,-12.2683,-0.0662,11.7954,11.7954,-1.1262,0.4067,12.2683,1.1188,1.0601,12.9217,0.5877,0.6533,1.4111,13.2727,2.1232,1.6694,13.531,1.197,0.2583,-8.1546,3.707,-9.5657,0.7291,12.5907,-0.9403,8.8837
YPS7,7.7918,0.3272,8.1189,3.6419,-0.2447,7.5471,-0.5718,-3.3147,4.477,-4.9078,9.3849,5.5871,1.2675,9.0592,0.7491,0.5752,8.3669,-0.6923,0.5184,8.3102,-0.2154,8.5256,-0.8593,7.9347,4.137,3.7977,-8.1631,-0.3713,-9.2505,-11.7217,-3.9299,-3.5586,-12.7156,1.0874,8.8792,0.9939,8.7857,-0.0935,-7.3179,0.4739,-3.3477,-11.7217,-3.9299,-4.4038,0,-3.9702,3.8216,-5.0576,-11.7217,-3.9299,-12.7156,-7.7515,1.301,9.0928,0.2136,0.6044,8.3962,-0.3895,-0.6966,-11.7217,-3.9299,-13.0227,-11.7217,-3.9299,-12.3261,0
YPT1,-0.4479,0.7206,0.2728,-0.0085,0.8041,0.3562,0.0834,0.7291,0.2812,-0.8976,1.1788,0.2722,1.1289,0.681,0.0504,1.0207,0.5729,-0.1081,1.0784,0.6306,0.0792,0.5514,-0.6274,1.0193,0.1127,0.9067,0.5109,0.063,-0.6386,0.3638,-0.0841,-0.1471,-1.0148,1.1494,0.7015,1.3786,0.9307,0.2292,0.4668,0.0189,-0.3394,0.6291,0.1812,0.1623,0.0658,0.8062,0.3583,-0.3432,0.5633,0.1154,-0.8153,-0.2429,1.5268,1.0789,0.3774,1.1747,0.7268,-0.2039,-0.3521,1.0713,0.6234,-0.4555,1.1588,0.7109,-0.0159,0.0875
YPT10,-0.3743,-0.0041,-0.3784,-0.2248,0.2077,-0.1666,0.2118,0.2207,-0.1536,-1.6514,1.4978,-0.1429,1.0394,0.6651,0.3519,0.7098,0.3355,-0.3296,0.6875,0.3131,-0.5413,0.8544,-0.6434,1.6831,0.0424,1.6407,-0.2501,-0.6244,-1.4142,-0.0277,-0.4021,0.2223,-0.9234,1.1641,0.7898,0.8957,0.5213,-0.2685,0.6401,0.2657,-0.0425,0.3724,-0.0019,-0.2677,-0.2749,0.6825,0.3082,-0.4816,0.6473,0.273,-0.2484,-0.0352,0.9262,0.5518,-0.238,0.4112,0.0369,-0.4844,-0.5149,1.6607,1.2864,0.7345,1.2747,0.9004,0.8635,-0.3859
YPT11,-7.4317,-0.0879,-7.5196,-0.0441,7.8549,0.4232,7.9428,-0.0439,-7.4756,-8.5821,1.1066,0.119,7.2796,-0.1521,0.0588,3.3988,-4.0329,-3.8808,7.2208,-0.2109,-0.2012,-0.0097,-1.1163,1.1679,0.1803,0.9876,-0.3781,-7.8098,-8.1944,-3.4785,-10.9102,-3.1004,-7.6515,7.8162,0.3845,4.173,-3.2587,-3.6432,4.156,-3.2757,-0.3409,4.0767,-3.355,-0.0793,-4.0795,4.497,-2.9347,-3.3193,8.1562,0.7245,3.9832,3.6593,7.7749,0.3432,-0.0414,0.2469,-7.1848,-3.9261,-7.528,0.5827,-6.849,-7.1922,8.9199,1.4882,8.6731,8.3373
YPT31,-0.3712,-0.433,-0.8042,-0.2081,0.5375,0.1663,0.9705,-0.2249,-0.5961,-1.1975,0.6014,0.2852,0.089,-0.2822,0.106,0.3535,-0.0177,0.2645,-0.017,-0.3882,-0.6476,0.2594,-0.342,-0.0091,-0.3253,0.3162,-0.3449,-0.7161,-1.208,-0.1497,-0.5209,0.1952,-0.692,0.8631,0.4919,0.5424,0.1712,-0.3208,0.1501,-0.2211,-0.4418,0.3796,0.0084,0.2295,-0.0648,0.5918,0.2206,-0.2713,0.4444,0.0732,-0.0979,-0.1474,0.3355,-0.0357,-0.5276,0.5358,0.1645,-0.0066,0.2002,0.3001,-0.0711,-0.0354,0.3239,-0.0473,-0.2119,0.0237
YPT32,0.6689,-0.3814,0.2875,0.1355,-0.3012,0.3676,0.0802,-0.5169,0.152,-1.0325,1.1845,0.4402,-0.1847,0.4842,0.418,-0.7848,-0.1159,-0.6001,-0.6027,0.0662,-0.4062,0.4724,-0.7121,0.914,0.1697,0.7443,-0.6022,0.0667,-0.8144,-0.147,0.5219,0.4552,-0.2388,0.2122,0.8811,0.0918,0.7607,-0.1204,0.0452,0.714,-0.0621,0.2922,0.9611,0.247,-0.0818,0.1072,0.7761,-0.105,0.374,1.0429,0.2822,0.2668,0.0881,0.757,-0.1241,-0.1193,0.5496,-0.2111,-0.2074,0.6904,1.3593,0.6023,0.6636,1.3324,0.7828,-0.0268
YPT35,0.9854,0.7658,1.7512,0.4379,-0.1653,0.8201,-0.9311,0.3279,1.3133,0.7298,0.5835,-1.1186,0.0255,1.0109,0.8944,-0.5958,0.3896,-0.6213,-0.8689,0.1165,0.3756,-0.2591,-0.8426,1.5975,-0.1046,1.7021,-1.118,-0.1326,-1.0819,-0.8001,0.1852,0.3178,-0.5832,-0.036,0.9493,-0.2169,0.7684,-0.1809,-0.2482,0.7372,0.0955,-0.3877,0.5977,-0.1395,-0.4584,-0.3437,0.6417,-0.3076,0.0707,1.056,0.2876,0.4143,-0.4905,0.4949,-0.4545,-0.8394,0.146,-0.6225,-0.3489,0.43,1.4154,0.9205,0.1039,1.0893,0.9433,-0.3261
YPT52,0.4383,0.9264,1.3648,0.0249,1.3471,1.7855,0.4207,0.9016,1.3399,-0.0682,1.4081,0.0893,0.7972,1.2355,0.2911,0.4104,0.8488,-0.3867,0.5061,0.9444,0.215,0.7294,-0.6787,1.3164,-0.0025,1.3189,0.0612,0.4995,-0.7284,0.0772,0.5155,0.016,-0.6937,0.7896,1.2279,0.7709,1.2092,-0.0187,0.2263,0.6646,-0.6003,0.7289,1.1672,0.5026,-0.0972,0.8265,1.2649,0.0369,0.8261,1.2644,0.0552,-0.0004,0.6858,1.1241,-0.1038,0.5574,0.9958,-0.2134,-0.1283,1.0013,1.4396,0.3155,1.0247,1.463,0.4673,0.0235
YPT53,0.4402,0.606,1.0462,0.2167,-0.3646,0.0756,-0.9706,0.3893,0.8295,0.8631,-0.0336,-0.0327,0.7675,1.2078,-0.1527,-0.5031,-0.0628,-1.2706,0.9203,1.3605,1.9283,-0.5678,-0.5342,0.582,0.5829,-0.001,0.8638,1.304,-0.7589,0.2705,0.7108,-0.5933,-1.0383,1.6227,2.0629,1.3089,1.7491,-0.3138,1.0648,1.5051,0.5634,1.278,1.7182,0.2132,0.9342,0.5015,0.9417,-1.1212,0.3438,0.784,-0.9651,-0.1576,0.1352,0.5755,-1.4874,0.1849,0.6251,-1.124,0.0496,-0.2373,0.2029,-0.3725,0.2311,0.6713,0.0462,0.4684
YPT6,0.3533,-0.4691,-0.1158,0.0107,-0.2507,0.1026,0.2183,-0.4798,-0.1265,-1.1482,1.0217,-0.0837,0.0562,0.4095,0.2522,0.0714,0.4247,0.0152,-0.196,0.1573,-0.3353,0.4926,-0.5291,1.0574,-0.048,1.1054,-0.5015,-0.1482,-0.612,-0.5747,-0.2214,-0.0732,-0.838,0.1104,0.4637,0.2633,0.6166,0.1528,-0.4472,-0.0939,-0.438,0.0034,0.3567,0.4507,-0.1882,-0.0093,0.344,-0.1197,0.1916,0.5449,-0.0716,0.2009,0.4056,0.7589,0.2951,0.2433,0.5966,-0.0199,-0.1622,0.6332,0.9865,0.2276,0.7284,1.0817,0.4851,0.0952
YPT7,-0.4139,0.3624,-0.0515,0.0677,0.4944,0.0805,0.132,0.2947,-0.1191,-1.3508,1.2317,0.2069,0.6519,0.238,0.2028,0.5013,0.0874,-0.1507,0.4491,0.0353,-0.5298,0.565,-0.6666,0.9648,-0.06,1.0247,-0.289,-0.7029,-1.0141,-0.2102,-0.6241,0.0789,-0.7433,0.7251,0.3112,0.5331,0.1192,-0.1919,0.3814,-0.0325,-0.2374,0.2639,-0.15,-0.1176,-0.261,0.6189,0.205,-0.1062,0.5249,0.111,-0.0082,-0.094,0.9113,0.4974,0.1863,0.6945,0.2806,0.1614,-0.2168,1.1593,0.7454,0.248,1.2015,0.7876,0.507,0.0422
YRA1,0.4727,0.1783,0.651,0.6109,0.1356,0.6083,-0.0427,-0.4326,0.0402,1.65,-1.6098,-1.6935,-0.9909,-0.5181,0.6812,-0.4905,-0.0178,0.5003,-1.6721,-1.1993,-0.1446,-1.0548,0.555,0.329,0.2453,0.0837,-1.0477,-0.575,2.7214,-0.8711,-0.3983,0.1766,1.883,-3.7691,-3.2964,-2.7541,-2.2813,1.015,-2.0476,-1.5749,-1.0487,-0.9956,-0.5229,1.052,-0.3445,-0.9989,-0.5262,2.7702,-0.6511,-0.1784,2.1029,0.3478,-3.7368,-3.2641,0.0323,-1.4333,-0.9606,1.3208,2.3035,-0.1586,0.3141,3.5782,-0.1762,0.2965,1.2571,-0.0176
YRA2,0.1319,0.1629,0.2949,0.2979,-0.164,-0.0321,-0.327,-0.1349,-0.003,0.8979,-0.9009,-0.8186,-0.3225,-0.1906,0.657,-0.2731,-0.1412,0.0494,-0.9795,-0.8476,-0.1018,-0.7458,0.1551,-0.067,0.0153,-0.0823,-0.4452,-0.3133,-0.165,-0.4409,-0.309,0.0042,-0.4466,-0.2802,-0.1483,0.0057,0.1376,0.2859,-1.0758,-0.9439,-0.6614,-0.0967,0.0352,0.9791,0.0118,-0.4144,-0.2825,-0.1342,-0.1084,0.0235,-0.1142,0.306,-0.3467,-0.2148,-0.0665,-0.1261,0.0058,-0.1319,0.2206,-0.0984,0.0335,0.2483,-0.0778,0.0541,0.0483,0.0206
YRB1,1.2088,-0.969,0.2398,0.5155,-1.671,-0.4622,-0.702,-1.4845,-0.2757,2.8476,-3.1233,-3.012,-3.5602,-2.3514,0.8918,-2.3102,-1.1014,1.25,-4.452,-3.2432,1.0522,-4.2954,-1.1721,-0.1087,0.0026,-0.1113,-1.3901,-0.1813,-0.3333,-0.6869,0.5219,0.7032,0.449,-1.0568,0.1521,-1.1359,0.0729,-0.0792,-3.2148,-2.006,-0.9421,-0.7556,0.4532,2.4592,-0.17,-2.2726,-1.0638,-1.2159,-0.5856,0.6233,0.5504,1.6871,-2.1989,-0.9901,-1.1421,-1.242,-0.0332,-0.1061,0.9569,-0.3144,0.8944,1.8845,-0.3983,0.8105,0.8437,-0.0839
YRB2,0.8261,0.5099,1.336,0.9745,-0.5478,0.2783,-1.0577,-0.4646,0.3615,1.9223,-1.5608,-2.466,-0.827,-0.0009,0.801,-0.2643,0.5618,0.5627,-1.628,-0.8019,0.5205,-1.3224,0.2384,1.1438,0.2385,0.9052,-0.7032,0.1229,0.6535,0.126,0.9521,0.8292,1.1749,-1.3568,-0.5307,-1.0489,-0.2228,0.3078,-1.0347,-0.2086,-0.7825,0.0797,0.9058,1.1144,-0.1748,-0.2522,0.5739,1.1045,0.2544,1.0805,1.3034,0.5067,-2.3762,-1.5501,-1.0195,-0.7483,0.0778,0.3007,1.628,1.4359,2.262,3.8121,1.5061,2.3322,2.2544,0.0702
