FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,normalized_FITC_A,FITC_fluorescence
14813.49,203.04999,3.1,-44.949997,-66.65,-12.4,54.4,-1.36,31.439999,-56.329998,54.3,85.47966,-0.40165275
70631.82,3214.7,73411.1,262143.0,99006.25,15050.5,18052.64,1758.48,11376.039,232434.6,54.5,2024244.0,2970.7368
14179.26,396.8,3292.2,41050.2,9947.899,2847.3499,10856.88,1024.08,4008.5999,20367.879,54.5,90779.4,662.86786
32571.93,775.0,30827.95,262143.0,52413.25,9034.95,21388.72,1904.0,7146.05,108044.87,54.6,850052.5,2705.1394
36112.832,520.8,28179.0,262143.0,35037.75,5809.4,5789.52,512.72003,3123.0398,85354.36,54.6,777010.1,2230.069
31341.75,519.25,20363.898,244394.69,29307.398,4278.0,8622.4,686.8,2352.76,63542.855,54.8,561515.9,1856.7474
72810.3,2266.0999,89613.25,262143.0,122578.65,20181.0,22314.88,2197.76,8935.51,262143.0,54.9,2471003.5,3518.0745
40847.37,754.85,23046.95,262143.0,28778.85,3997.45,6343.04,455.6,4252.26,70326.04,55.0,635498.56,1612.2375
50103.3,965.64996,51331.348,262143.0,77721.65,13480.35,24752.0,2265.76,4683.25,157076.86,55.0,1415415.0,2928.31
10488.72,86.799995,158.09999,2125.05,1089.65,454.15,51.68,61.2,317.02,2799.47,55.2,4359.4624,42.09812
49619.582,2083.2,103522.945,262143.0,147391.05,23556.898,32925.6,2947.12,9815.829,262143.0,55.2,2854550.5,5964.303
22131.06,533.2,27447.398,262143.0,44516.0,7743.8,14564.24,1277.04,4380.6396,90540.65,55.2,756836.9,3545.0752
11996.43,165.84999,-46.5,100.75,12.4,-12.4,14.96,78.88,56.329998,82.53,55.3,-1282.195,-12.082811
72046.44,2427.2998,37060.5,262143.0,68849.445,13435.399,30911.44,3001.52,9104.5,133191.62,55.4,1021909.4,1469.78
