Time,FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,normalized_FITC_A,FITC_fluorescence
55.3,49594.35,472.75,63404.297,262143.0,78929.09,11831.149,1859.12,190.40001,2707.7698,208270.34,1748315.5,3654.4048
55.4,6916.5,38.75,0.0,38.75,-62.0,-4.6499996,-48.96,61.2,237.10999,-48.469997,0.0,-1.0
55.4,38243.46,590.55,60229.9,262143.0,74468.195,8983.8,1687.76,54.4,2588.5598,191973.94,1660784.4,4502.021
55.5,104170.32,1085.0,157662.89,262143.0,197268.5,25804.398,3602.6401,323.68,8670.89,262143.0,4347410.0,4326.474
55.5,54251.46,719.19995,68967.25,262143.0,86012.59,10507.449,1462.0,122.4,2947.4998,221560.3,1901708.9,3633.7996
55.5,37413.48,413.84998,35860.8,262143.0,44967.047,5730.3496,828.24,68.0,1383.36,118028.375,988828.75,2739.5696
55.5,29519.97,514.6,57370.15,262143.0,73499.445,9425.55,1948.88,130.56,3206.88,187104.67,1581929.4,5555.727
55.5,16648.32,102.299995,102.299995,1238.45,531.64996,82.149994,21.76,38.08,326.18997,1125.2899,2820.8289,16.56929
55.5,22305.93,322.4,5851.25,74038.85,11146.05,2732.65,696.32,141.44,1534.0099,24435.43,161342.86,749.0277
55.5,66813.39,871.1,109904.3,262143.0,136553.45,17497.95,2864.16,259.76,5575.36,262143.0,3030510.5,4702.2725
55.6,33807.332,341.0,11367.699,138873.8,16826.799,2433.5,252.96,78.88,1054.5499,42785.906,313453.9,960.41455
55.6,86464.08,1419.7999,188072.34,262143.0,235077.64,28833.1,4604.96,416.16,10042.46,262143.0,5185923.0,6218.253
55.6,56170.68,1137.7,117556.65,262143.0,145275.3,17846.7,3046.4001,262.48,4731.7197,262143.0,3241517.0,5982.93
55.6,55352.01,654.1,82827.34,262143.0,105829.34,13283.5,2041.36,205.36,4326.9297,262143.0,2283888.2,4277.4785
55.6,42346.38,561.1,50373.45,262143.0,63959.2,7500.4497,1524.56,119.68,2730.0398,164875.28,1389001.8,3400.2173
