FITC_fluorescence
301.9758
100.710785
68.334625
250.65533
303.86197
82.7989
315.00488
87.77364
199.1165
210.87817
4249.91
373.2921
221.45087
641.9151
307.85492
248.68579
2154.1892
320.91757
102.34515
197.3174
2901.6934
324.83612
308.13507
2609.436
203.3094
397.6498
198.95662
140.3783
216.43433
336.4401
493.772
17.245712
170.3424
3492.3047
177.74289
169.53339
193.14359
4261.931
214.50368
277.114
1505.6113
217.17415
211.27776
731.8656
5670.073
227.93405
1528.0167
313.99057
269.55377
1292.0605
115.531136
126.40705
167.58531
275.93158
919.49744
274.60254
208.61162
231.01385
174.31046
217.66891
344.79117
7.4054747
159.52396
135.32411
243.54779
1086.1761
10.916415
359.656
359.0328
1502.7615
265.50916
141.35089
8.117973
270.68756
4.536988
236.13268
359.36435
92.86934
4.245717
318.1787
2504.28
301.34595
-2.9532318
346.39038
241.47198
217.0896
1110.2605
285.57303
455.705
337.2803
2211.0398
12.223611
224.78215
111.97523
328.8641
172.88965
176.67912
144.56726
219.02104
257.31638
223.68806
219.18918
321.1437
244.91231
205.85504
24.442116
390.06708
154.21405
8685.444
13.2890005
405.9227
306.1331
139.57597
295.89688
205.65944
239.8777
581.1868
453.03305
318.12097
187.73174
216.2606
467.5766
240.16818
354.629
163.36842
178.01859
308.74768
351.63843
399.11813
108.50898
3415.7417
1054.0234
196.33627
280.98114
193.50606
3613.447
943.1894
192.78021
460.90594
336.51434
4.5286417
291.7298
106.23504
89.70697
242.73502
247.02153
252.2243
247.85112
2267.5105
136.86333
651.71063
658.2273
300.7455
120.467155
404.713
370.93915
211.2512
185.21025
19299.232
257.34454
423.29312
436.69287
7936.9194
450.8167
105.580765
1638.9518
244.22444
147.32158
132.17511
2.0913494
766.31964
399.7974
167.81427
347.74402
276.59915
284.2638
437.35065
237.02621
-7.8526306
224.99953
316.9741
3.3763137
184.8614
7410.689
138.4324
298.608
3674.8071
218.45062
476.8795
1572.1162
367.83762
195.30449
312.54156
324.79578
185.71138
220.33476
341.97995
221.21579
699.7945
270.70093
205.63562
6.2297955
1616.7589
547.32227
243.4591
132.07709
36.96006
698.8801
13.161553
122.641495
453.8436
828.5799
386.3188
125.29596
154.05957
2.9727268
484.3601
242.4588
233.03114
187.08696
295.68045
345.29977
99.84992
358.52936
-0.23300022
149.78416
226.5124
387.049
8302.133
147.28163
157.47206
313.3087
174.76338
218.21077
8385.276
156.26988
372.87863
135.98558
2.852589
134.16264
219.65556
233.19745
193.9738
72.66193
183.7862
177.78873
1023.7156
338.64774
3600.1836
160.06818
72.88306
189.05797
0.38773525
163.01695
398.30176
132.67583
1415.3972
1525.8525
-5.686319
270.16055
203.99832
191.58269
242.45761
334.47385
167.8851
522.59296
1700.5106
1525.7626
7599.125
140.86919
330.7272
874.6965
149.64392
168.9973
391.4867
288.04105
157.81941
146.75172
152.62628
-9.671742
1618.1483
292.7558
75.90505
207.05678
160.25658
126.35073
428.41855
586.9524
170.27869
128.08812
131.62447
238.12518
15.538
-1.3653729
1693.7341
13.413972
133.80135
270.9309
178.86403
74.416885
77.08358
291.74326
-3.4455252
178.65364
197.18544
9653.2295
1.5125566
235.72542
307.13086
361.73438
180.3936
4.3467526
305.72913
1164.297
146.74135
264.2492
20971.582
230.78958
553.23145
209.39977
923.03735
249.5168
272.46762
32.35434
355.23093
505.26538
443.89844
21.91727
175.38408
338.60193
366.91187
88.54466
244.32632
414.5814
170.30028
240.2758
1116.8087
269.15768
276.4593
454.5832
751.15814
272.1272
143.4786
323.48474
255.0957
2419.7878
47.9506
277.75482
241.964
323.7666
208.70845
209.48189
6.9493656
162.73842
1.3552313
5475.171
132.07224
144.01343
283.21548
313.2755
8.104963
326.03586
1458.2805
164.48882
155.6684
443.60275
243.78928
491.94202
220.81769
276.26633
273.94336
251.21016
0.307055
143.94122
3061.8127
165.28897
82.43801
161.3299
106.80703
3.6309352
340.27866
181.07318
146.21387
1274.9415
-11.721831
4150.0273
339.97583
3035.747
688.0554
394.51886
616.79944
239.72612
