Time,FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,normalized_FITC_A,FITC_fluorescence
55.3,48062.28,606.05,38889.5,262143.0,50235.5,6475.9,5114.96,486.88,2508.65,126776.555,1072342.4,2312.5398
55.4,43030.2,558.0,43165.95,262143.0,56843.15,7125.3496,1598.0,107.44,1912.6,136272.75,1190261.6,2867.2495
55.5,64594.89,660.3,4335.35,52140.45,7205.9497,1643.0,4511.12,372.64,4101.61,20219.85,119543.31,190.90001
55.5,51831.12,846.3,90964.84,262143.0,115375.8,13706.649,2839.68,285.6,3762.3198,262143.0,2508272.2,5017.0146
55.7,48223.23,613.8,46143.5,262143.0,59543.25,8294.05,3289.84,252.96,2779.8198,145654.97,1272364.8,2734.9187
55.7,31939.44,520.8,40521.65,262143.0,51714.2,7450.8496,2174.6401,247.52,1543.1799,127466.92,1117347.4,3626.5115
55.7,40202.7,376.65,18434.15,230762.44,23158.549,3397.5999,2244.0,205.36,2126.13,64449.38,508304.84,1310.043
55.9,20206.62,148.79999,629.3,8140.5996,1488.0,266.6,1376.3201,111.520004,1057.1699,3923.4497,17352.371,88.04572
55.9,36667.02,410.75,26968.45,262143.0,34887.4,4098.1997,1530.0,134.64,1754.09,87176.56,743630.3,2101.952
55.9,26543.7,266.6,17118.2,212143.84,21442.7,3073.65,1494.64,178.16,1032.2799,55750.977,472018.7,1842.935
56.1,25888.59,277.44998,14298.75,176005.6,18356.65,2410.25,855.44,159.12,985.11993,45563.11,394274.94,1578.2056
56.1,28099.26,313.09998,21304.75,262025.94,27459.799,3442.5498,1525.92,62.56,1158.0399,67834.414,587459.0,2166.8567
56.2,49416.87,579.7,46360.5,262143.0,58785.297,8179.3496,2985.2,292.4,2326.5598,148487.19,1278348.4,2681.3894
56.2,54901.35,537.85,69215.25,262143.0,91082.65,12993.649,3575.44,368.56,2770.65,218903.61,1908547.2,3603.6887
56.2,52034.7,970.3,52259.797,262143.0,69720.55,7461.6997,3575.44,209.44,3658.8298,173175.44,1441016.1,2870.5981
56.2,52017.3,914.5,11806.35,145670.55,17201.9,3304.5999,4062.32,432.48,3833.0598,44858.33,325549.28,647.9583
56.2,32460.57,403.0,35104.4,262143.0,46366.7,6282.15,2031.84,48.96,1393.84,112087.52,967971.7,3091.106
56.3,44326.5,564.2,43209.348,262143.0,54987.797,7706.5996,3221.84,202.64,2076.3499,137206.78,1191458.2,2786.1687
56.3,58278.69,956.35,7945.3,95845.8,13469.5,2283.15,9054.88,635.12,6842.13,36748.117,219084.38,388.8069
56.5,45355.71,517.7,41478.0,262143.0,52131.15,8039.8496,2393.6,197.2,2419.5698,130868.99,1143717.9,2613.7778
56.5,26517.6,286.75,21421.0,262143.0,26365.5,3019.4,1237.6,12.24,875.07996,67348.41,590664.5,2308.6946
56.6,30634.44,299.15,19057.25,233736.89,26050.85,3079.8499,1652.4,205.36,920.92993,61296.207,525486.25,1777.6862
56.6,51469.2,573.5,31925.35,262143.0,38736.047,5731.9,2331.04,195.84,1801.2499,100856.9,880312.3,1772.5247
56.6,48345.9,609.14996,6551.8496,81037.09,11181.699,1801.1,3531.92,323.68,2781.13,26256.328,180661.27,386.48358
56.6,48941.85,626.19995,44953.098,262143.0,59537.047,8210.35,2137.92,277.44,2115.65,144637.1,1239540.5,2625.2024
56.6,33235.74,562.64996,29414.35,262143.0,38336.15,4972.4,1515.04,50.32,1607.3699,93869.36,811073.8,2529.4802
56.7,60805.17,725.39996,83512.445,262143.0,106782.59,13839.949,3046.4001,171.36,3961.44,262143.0,2302779.2,3925.9888
56.8,38762.85,399.9,25556.398,262143.0,32939.05,4628.3,1961.12,161.84,1366.33,84233.0,704694.3,1884.0936
56.8,32410.98,350.3,26737.5,262143.0,34433.25,4549.25,2218.16,201.28,1759.33,87187.05,737262.1,2357.7268
56.8,30376.05,556.45,34870.348,262143.0,45604.098,5628.05,2563.6,187.68001,2206.0398,109432.16,961517.94,3281.2673
56.8,28867.47,235.59999,6534.8,80973.55,9065.95,1275.6499,1520.48,34.0,1633.57,23273.459,180191.12,646.25073
56.9,89759.64,1306.6499,63638.348,262143.0,84851.65,10521.399,4486.64,447.44,4033.4897,202605.9,1754769.2,2026.1542
56.9,25204.77,358.05,30717.898,262143.0,39211.9,5741.1997,1421.2001,174.08,1744.9199,97956.555,847017.94,3483.6387
56.9,19261.8,244.9,4622.1,56615.297,6345.6997,551.8,1165.52,103.36,924.86,16107.76,127450.18,685.1063
56.9,32269.17,279.0,19443.2,242785.8,25747.049,3365.0498,1970.64,243.44,1609.99,64197.855,536128.44,1721.7765
56.9,38773.29,472.75,5725.6997,72938.35,8856.7,1439.95,2210.0,210.8,1752.7799,21207.59,157880.94,421.22595
57.1,45387.03,705.25,21369.85,262143.0,27444.299,3363.5,3376.8801,265.2,2583.3198,68760.586,589254.06,1345.2281
57.1,27010.89,389.05,7309.8,89824.05,9662.699,1567.0499,1812.88,138.72,1006.07996,23667.77,201561.05,772.77655
57.2,49627.41,534.75,18226.45,224202.84,25432.398,3290.65,3345.6,276.08002,2630.48,59996.688,502577.66,1049.097
57.2,38164.29,576.6,37973.45,262143.0,46837.9,7035.4497,2201.84,277.44,1232.71,120519.99,1047083.1,2843.932
