FITC_fluorescence
1002.0883
987.5558
410.3186
607.5395
349.5292
992.4111
565.564
1078.7233
560.94507
720.0465
25.627981
1477.1453
410.89133
533.06824
1162.1877
2527.9612
207.53738
186.31798
459.14493
124.008446
869.2553
31.046474
70.7523
249.04845
68.67724
1020.2022
798.4831
50.462166
-1.9607595
993.3874
22.578026
15.700178
895.1375
46.747025
1021.3456
505.5299
193.31175
274.92004
81.13173
715.71545
123.03581
612.0068
1113.9568
1017.6263
172.14627
135.01277
52.92581
36.641243
20.52471
37.338993
928.3929
52.07732
1508.1786
-1.5210825
1136.3464
1173.29
658.4333
42.416813
99.4502
396.83936
655.6785
1179.7365
840.94653
741.5408
431.73364
874.4281
614.87195
1035.6129
619.7249
369.24326
43.812263
693.529
155.87212
214.34258
1043.7053
554.1342
1052.6392
862.34985
101.30228
787.5264
207.65303
137.7355
61.042732
896.8206
292.79947
753.8563
1227.106
23.720556
68.59835
1111.8938
649.6518
5843.44
81.587814
1095.446
95.239105
1222.8269
43.4766
42.849174
79.14243
704.77704
937.1155
3.797029
913.2772
957.87726
244.72092
-1.601651
978.55475
1039.9851
1048.351
176.52267
108.63906
329.8857
1834.7992
98.8023
1098.8737
965.64905
615.51404
281.9585
223.91815
438.48016
768.84625
1258.4598
-7.5329943
1378.4274
961.62744
106.55752
966.2499
1113.026
1094.9387
-1.0
850.33044
2.9387476
2808.053
985.46857
650.87885
18.680325
112.88111
811.08575
139.68613
310.90613
21.574417
62.61598
752.965
371.12357
644.8255
91.93268
41.083244
889.52203
957.9264
649.0358
1159.4854
-12.760135
34.287106
435.61765
1591.3414
293.58878
1076.9286
389.60428
2023.6234
8.414544
736.6306
-5.027466
1232.1312
2300.1204
142.46812
814.2739
11.396494
976.3528
6.9393125
659.93427
791.63904
1305.7797
724.39954
928.0537
98.34019
39.864883
144.05
1990.6805
320.99048
685.258
709.1598
287.85294
34.07078
1287.5374
867.0113
163.63948
53.282993
920.4886
310.97885
983.4886
52.103718
231.84056
19.064737
1065.6263
870.2085
929.9521
1257.306
285.21912
34.757164
545.87256
743.40295
648.1204
427.96875
952.55383
846.88007
3.2034698
-2.1380148
1309.8829
