Time,FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,normalized_FITC_A,FITC_fluorescence
53.5,30021.09,427.8,316.19998,5380.05,2459.8499,620.0,3036.8801,255.68001,7535.1196,10555.9795,8718.925,29.115105
53.5,15564.3,181.34999,99.2,1515.8999,337.9,-21.699999,890.8,53.04,1451.48,2343.5898,2735.349,17.223469
53.6,45768.09,582.8,36485.45,262143.0,46236.5,5629.5996,2962.08,238.0,5923.82,123860.49,1006052.9,2278.323
53.6,28896.18,364.25,19658.648,241604.69,24440.398,3301.5,1538.16,171.36,4874.51,65921.82,542069.25,1944.1908
53.7,31129.47,773.44995,5604.8,77500.0,25506.799,6869.5996,2544.56,431.12,9844.649,64294.797,154547.23,513.7986
53.8,20755.59,212.34999,10586.5,129823.34,12441.85,2025.85,1489.2001,78.88,3589.4,36672.137,291913.06,1457.3654
53.8,32297.88,365.8,17149.2,213207.14,23180.25,2269.2,1437.52,95.200005,4028.2498,58604.156,472873.47,1517.1644
53.8,14383.71,204.59999,2476.9,34007.0,7381.0996,1205.8999,1750.3201,276.08002,3956.1997,25707.44,68298.25,491.36432
53.9,61615.14,1015.24994,1588.75,21586.85,7291.1997,2205.65,722.16003,81.6,3252.7297,17255.318,43808.33,72.725395
54.0,13782.54,410.75,4009.8499,54829.7,17155.4,4775.55,2819.28,379.44,6111.15,37307.49,110567.945,830.8554
54.1,9144.57,289.85,4169.5,53749.348,11093.35,1946.7999,1909.4401,383.52,4104.23,29288.979,114970.15,1302.676
54.2,14154.9,249.54999,62.0,943.94995,457.25,38.75,130.56,59.84,159.81999,1201.2699,1709.5933,11.523735
54.2,27811.291,305.34998,91.45,816.85,398.34998,127.1,77.520004,59.84,256.75998,1358.47,2521.65,8.401811
54.2,15265.89,145.7,83.7,1625.95,677.35,89.899994,592.96,20.4,1371.57,2578.0798,2307.951,14.676616
54.4,28308.93,297.59998,83.7,962.55,466.55,77.5,115.6,-4.08,605.22,2313.46,2307.951,7.453781
54.4,28333.291,372.0,192.2,2983.75,965.64996,398.34998,2041.36,209.44,6012.9,6886.67,5299.7393,18.395695
54.5,19477.56,240.25,203.04999,2814.7998,885.05,68.2,1139.68,140.08,3753.15,4765.78,5598.9175,28.806938
54.7,10999.41,43.399998,20.15,410.75,122.45,-38.75,-20.4,40.8,77.28999,449.33,555.6178,4.237869
54.8,31368.72,494.44998,3639.4,48381.7,10451.649,2714.0498,3655.68,296.48,10257.3,35486.59,100353.125,330.72787
54.9,17723.64,265.05,3995.9,53165.0,10918.199,2873.7,2703.68,259.76,4809.01,31271.008,110183.28,643.6302
55.0,38591.46,404.55,23129.1,262143.0,29808.049,3898.25,2127.04,236.64,6982.3,78176.87,637763.75,1712.6278
55.1,21099.24,407.65,2258.3499,29477.898,5866.75,1359.35,1557.2001,243.44,3508.18,19301.54,62271.93,305.03662
55.1,49761.39,976.5,356.5,6523.9497,2545.0999,339.44998,3325.2,420.24,12785.6,13447.149,9830.161,19.484058
55.1,27551.16,283.65,161.2,2889.2,1193.5,272.8,2014.16,205.36,5067.0796,5745.6597,4444.9424,15.72916
55.1,17567.041,240.25,3096.9,40923.098,10403.6,2785.3499,1589.84,171.36,4389.8096,29575.87,85394.18,503.05457
55.2,23884.98,351.84998,6711.5,86198.59,23177.148,7055.5996,3701.92,442.0,6783.1797,48105.816,185063.47,802.42194
55.3,39155.22,578.14996,46089.25,262143.0,56700.547,6418.55,2222.24,213.52,8706.26,154230.22,1270868.9,3364.5728
55.4,32303.97,385.94998,192.2,4260.9497,1252.3999,305.34998,1496.0,231.2,7328.1396,7869.1694,5299.7393,16.011652
55.5,23748.39,223.2,12854.149,160108.8,16476.5,2531.15,2056.32,194.48,3082.43,42191.168,354441.4,1546.5979
55.5,31821.99,492.9,59530.848,262143.0,76349.9,9247.3,1316.48,164.56,12781.67,205680.47,1641508.6,5347.89
55.5,46379.7,785.85,241.79999,4763.15,2461.4,996.64996,4437.68,454.24,11441.539,13825.739,6667.4136,13.906556
55.6,42779.64,530.1,274.35,4808.0996,2073.9,590.55,3300.72,429.76,8153.4395,9329.819,7564.9507,17.336517
